scorer,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett
individuals,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile
bodyparts,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/e3v813a-20210610T121558-122141/img00418.png,272.887432375,1040.2761140602345,340.8449527292212,1029.6161108674155,313.3239165696218,985.7467810612753,334.6439229552599,1004.4017866487086,378.6164361256383,1035.0492958280634,365.2914321346145,976.4192782675586,415.92644730050483,976.4192782675586,462.56396126908794,220.89155197651144,495.8764712466474,234.21655596753521,502.5389732421593,208.89904838459006,510.53397563677356,219.55905157740904,570.4964935963804,243.5440587612519,575.8264951927899,200.90404598997588,631.7915119550897,215.56155038010206
labeled-data/e3v813a-20210610T121558-122141/img00512.png,388.762508435361,804.0723099805816,368.9308024954897,850.3462905069481,415.20478302185614,843.7357218603244,388.762508435361,868.5253542851635,423.46799383013587,967.6838839845204,468.08933219484646,919.757261296498,496.1842489429976,967.6838839845204,317.69889548415523,556.1759857321895,337.53060142402666,513.2072895291349,302.82511602925166,504.94407872085503,319.3515376458112,491.72294142760757,342.4885279089945,443.796318739585,289.6039787360041,438.83839225461725,322.6568219691231,394.21705388990665
labeled-data/e3v813a-20210610T121558-122141/img00630.png,342.4885279089945,1035.442212612414,375.5413711421134,1007.3472958642631,350.75173871727424,982.5576634394239,375.5413711421134,984.2103056010799,454.8681949015989,987.5155899243917,456.5208370632549,908.1887661649063,520.9738813678368,954.4627466912727,463.1314057098787,1066.842413683877,549.068798115988,847.0410061836362,430.0785624767597,1047.010707744006,411.8994986985443,1065.1897715222212,373.8887289804574,1020.5684331575108,359.01494952555396,1066.842413683877,302.82511602925166,1023.8737174808226
labeled-data/e3v813a-20210610T121558-122141/img00806.png,524.2791656911486,843.7357218603244,474.6999008414703,845.3883640219802,489.57368029637377,885.051775901723,466.4366900331906,868.5253542851635,377.1940133037694,850.3462905069481,368.9308024954897,924.7151877814657,316.04625332249935,861.9147856385398,1132.4514811805375,559.4812700555013,1106.0092065940423,594.1867554502762,1155.5884714437207,602.449966258556,1129.1461968572255,620.6290300367714,1099.3986379474184,676.8188635330737,1147.3252606354408,675.1662213714177,1132.4514811805375,716.4822754128163
labeled-data/e3v813a-20210610T121558-122141/img01035.png,359.01494952555396,1005.6946537026072,377.1940133037694,979.252379116112,350.75173871727424,956.1153888529287,373.8887289804574,954.4627466912727,438.34177328503944,966.0312418228644,438.34177328503944,890.0097023866908,499.4895332663095,954.4627466912727,497.8368911046535,1070.147698007189,474.6999008414703,1037.0948547740702,451.562910578287,1071.8003401688452,444.95234193166317,1043.705423420694,420.162709506824,1000.7367272176393,375.5413711421134,1048.6633499056618,375.5413711421134,1007.3472958642631
labeled-data/e3v813a-20210610T121558-122141/img01070.png,618.4797689055376,1066.842413683877,596.9954208040103,1035.442212612414,572.2057883791713,1060.2318450372534,558.9846510859236,1030.4842861274465,519.321239206181,942.8942515596812,461.47876354822273,994.1261585710156,469.74197435650245,919.757261296498,967.1872650149426,1055.2739185522855,939.0923482667915,1038.747496935726,924.218568811888,1070.147698007189,915.9553580036084,1047.010707744006,874.6393039622096,1018.9157909958548,846.5443872140584,1065.1897715222212,810.1862596576275,1027.1790018041345
labeled-data/e3v813a-20210610T121558-122141/img01880.png,359.01494952555396,351.24835768685193,334.2253171007147,371.08006362672336,368.9308024954897,379.3432744350031,350.75173871727424,390.91176956659467,304.47775819090765,463.6280246794564,370.58344465714555,496.6808679125753,319.3515376458112,554.5233435705335,368.9308024954897,1094.9373304320284,416.85742518351213,1073.452982330501,380.49929762708126,1043.705423420694,408.5942143752324,1055.2739185522855,454.8681949015989,1070.147698007189,435.03648896172757,1030.4842861274465,474.6999008414703,1027.1790018041345
labeled-data/e3v813a-20210610T121558-122141/img02031.png,312.7409689991874,671.8609370481058,350.75173871727424,647.0713046232665,312.7409689991874,628.8922408450511,342.4885279089945,612.3658192284917,400.3310035669526,559.4812700555013,347.44645439396226,528.0810689840383,411.8994986985443,493.37558358926344,301.1724738675958,486.7650149426397,284.64605225103634,528.0810689840383,325.96210629243495,526.4284268223824,304.47775819090765,544.6074906005979,273.07755711944463,589.2288289653084,322.6568219691231,584.2709024803405,306.13040035256364,648.7239467849225
labeled-data/e3v813a-20210610T121558-122141/img02383.png,520.9738813678368,1037.0948547740702,568.9005040558593,1060.2318450372534,567.2478618942034,1018.9157909958548,583.7742835107629,1038.747496935726,669.7116759168721,1058.5792028755975,671.364318078528,1008.999938025919,735.8173623831099,1027.1790018041345,411.8994986985443,967.6838839845204,418.510067345168,1005.6946537026072,443.2996997700073,984.2103056010799,451.562910578287,1013.9578645108869,468.08933219484646,1055.2739185522855,501.14217542796547,1000.7367272176393,527.5844500144606,1048.6633499056618
labeled-data/e3v813a-20210610T121558-122141/img02511.png,325.96210629243495,851.9989326686041,352.4043808789301,881.7464915784111,350.75173871727424,838.7777953753565,359.01494952555396,861.9147856385398,438.34177328503944,881.7464915784111,454.8681949015989,810.6828786272054,501.14217542796547,861.9147856385398,307.7830425142195,597.4920397735882,299.5198317059398,640.4607359766428,337.53060142402666,628.8922408450511,319.3515376458112,653.6818732698904,306.13040035256364,706.5664224428807,360.66759168720984,678.4715056947296,342.4885279089945,741.2719078376556
labeled-data/e3v813a-20210610T121558-122141/img02612.png,704.4171613116469,1042.052781259038,677.9748867251517,1020.5684331575108,659.7958229469364,1065.1897715222212,651.5326121386565,1032.1369282891023,577.1637148641391,966.0312418228644,535.8476608227404,1020.5684331575108,501.14217542796547,954.4627466912727,744.0805731913897,230.60547988596772,707.7224456349588,212.4264161077524,707.7224456349588,252.08982798749503,694.5013083417114,230.60547988596772,631.7009061987853,207.46848962278455,628.3956218754734,243.82661717921542,592.0374943190425,228.95283772431185
labeled-data/e3v813a-20210610T121558-122141/img02937.png,282.99341008938035,232.25812204762383,330.9200327774028,255.395112310807,337.53060142402666,210.77377394609653,350.75173871727424,235.56340637093558,400.3310035669526,278.5321025739902,423.46799383013587,222.34226907768812,473.0472586798143,266.9636074423986,1031.6403093195245,985.8629477627358,1086.177500654171,990.8208742477036,1059.7352260676757,949.5048202063049,1079.5669320075472,966.0312418228644,1076.2616476842352,936.2836829130574,1101.0512801090745,982.5576634394239,1092.7880693007946,916.451976973186
labeled-data/e3v813a-20210610T121558-122141/img03069.png,403.63628789026455,404.13290685984225,388.762508435361,455.3648138711767,446.60498409331916,438.83839225461725,420.162709506824,466.9333090027683,421.81535166848,547.9127749239098,492.87896461968575,509.9020052058229,497.8368911046535,551.2180592472216,1036.5982358044923,1030.4842861274465,1086.177500654171,1027.1790018041345,1053.124657421052,1000.7367272176393,1082.872216330859,995.7788007326715,1106.0092065940423,994.1261585710156,1058.0825839060199,962.7259574995526,1097.7459957857625,936.2836829130574
labeled-data/e3v813a-20210610T121558-122141/img03275.png,1185.3360303535278,845.3883640219802,1135.7567655038492,851.9989326686041,1145.672618473785,885.051775901723,1114.272417402322,881.7464915784111,1036.5982358044923,861.9147856385398,1059.7352260676757,916.451976973186,990.324255278126,909.8414083265623,311.0883268375315,288.4479555439259,296.2145473826279,333.0692939086366,337.53060142402666,313.2375879687652,319.3515376458112,333.0692939086366,296.2145473826279,385.9538430816269,349.09909655561825,374.3853479500352,327.61474845409094,425.61725496136955
labeled-data/e3v813a-20210610T121558-122141/img03593.png,527.5844500144606,253.74247014915113,481.31046948809404,232.25812204762383,492.87896461968575,276.8794604123343,466.4366900331906,260.35303879577486,388.762508435361,278.5321025739902,443.2996997700073,306.62701932214145,380.49929762708126,346.2904312018841,1110.9671330790102,478.5018041343599,1115.9250595639778,427.26989712302554,1067.9984368759553,437.18575009296126,1091.1354271391388,417.35404415308983,1114.272417402322,394.21705388990665,1059.7352260676757,399.1749803748744,1091.1354271391388,356.2062841718198
labeled-data/e3v813a-20210610T121558-122141/img03623.png,813.4915439809395,306.62701932214145,787.0492693944443,265.3109652807427,762.259636969605,301.6690928371736,753.9964261613254,270.2688917657106,673.0169602401838,230.60547988596772,659.7958229469364,298.3638085138616,600.3007051273223,258.700396634119,1025.0297406729007,579.3129759953728,1056.4299417443638,534.6916376306622,1013.4612455413092,526.4284268223824,1036.5982358044923,513.2072895291349,1079.5669320075472,475.196519811048,1029.9876671578686,468.5859511644243,1069.6510790376115,437.18575009296126
labeled-data/e3v813a-20210610T121558-122141/img03774.png,1112.619775240666,483.45973061932773,1135.7567655038492,438.83839225461725,1089.4827849774827,448.75424522455285,1112.619775240666,422.3119706380577,1067.9984368759553,341.3325047169162,1034.9455936428365,392.56441172825066,988.6716131164699,344.6377890402282,674.6696024018399,392.56441172825066,689.5433818567435,437.18575009296126,719.2909407665504,390.91176956659467,720.9435829282065,427.26989712302554,734.164720221454,483.45973061932773,770.5228477778849,443.796318739585,787.0492693944443,496.6808679125753
labeled-data/e3v813a-20210610T121558-122141/img03850.png,821.7547547892193,1020.5684331575108,868.0287353155857,1038.747496935726,859.765524507306,1000.7367272176393,874.6393039622096,1012.3052223492309,987.018970954814,1025.5263596424786,960.5766963683188,962.7259574995526,1025.0297406729007,962.7259574995526,659.7958229469364,184.33149935960137,613.5218424205698,202.5105631378167,651.5326121386565,228.95283772431185,623.4376953905055,225.64755340099987,577.1637148641391,253.74247014915113,635.0061905220971,265.3109652807427,611.8692002589139,298.3638085138616
labeled-data/e3v813a-20210610T121558-122141/img04337.png,291.25662089766007,777.6300353940865,289.6039787360041,823.9040159204529,322.6568219691231,787.5458883640221,322.6568219691231,815.6408051121732,340.8358857473385,903.2308396799384,405.28893005192043,873.4832807701314,403.63628789026455,961.0733153378966,261.50906198785304,1066.842413683877,316.04625332249935,1085.0214774620927,299.5198317059398,1037.0948547740702,312.7409689991874,1050.315992067318,337.53060142402666,1065.1897715222212,322.6568219691231,1018.9157909958548,362.3202338488658,1037.0948547740702
labeled-data/e3v813a-20210610T121558-122141/img04365.png,273.07755711944463,794.1564570106459,307.7830425142195,840.4304375370124,327.61474845409094,794.1564570106459,337.53060142402666,832.1672267287327,340.8358857473385,896.6202710333146,405.28893005192043,861.9147856385398,406.9415722135764,942.8942515596812,327.61474845409094,951.1574623679609,316.04625332249935,1008.999938025919,354.0570230405861,1000.7367272176393,340.8358857473385,1025.5263596424786,340.8358857473385,1066.842413683877,387.109866273705,1023.8737174808226,397.0257192436407,1073.452982330501
labeled-data/e3v813a-20210610T121558-122141/img04566.png,279.6881257660685,990.8208742477036,335.87795926237067,1018.9157909958548,335.87795926237067,972.6418104694883,350.75173871727424,1000.7367272176393,400.3310035669526,1018.9157909958548,392.06779275867285,954.4627466912727,453.215552739943,972.6418104694883,879.5972304471775,536.344279792318,823.4073969508752,546.2601327622538,863.070808830618,592.5341132886202,820.1021126275632,580.9656181570286,792.0071958794122,576.0076916720609,811.8389018192834,617.3237457134595,765.564921292917,614.0184613901476
labeled-data/e3v813a-20210610T121558-122141/img04697.png,301.1724738675958,1089.9794039470605,349.09909655561825,1058.5792028755975,296.2145473826279,1017.2631488341988,339.18324358568253,1030.4842861274465,382.15193978873725,1043.705423420694,334.2253171007147,995.7788007326715,392.06779275867285,985.8629477627358,1137.4094076655053,427.26989712302554,1139.0620498271612,380.9959165966591,1096.0933536241066,399.1749803748744,1109.3144909173543,369.42742146506737,1114.272417402322,328.11136742366875,1063.0405103909877,342.9851468785722,1069.6510790376115,293.40588202889376
labeled-data/e3v813a-20210610T121558-122141/img04750.png,397.0257192436407,851.9989326686041,406.9415722135764,901.5781975182824,451.562910578287,868.5253542851635,435.03648896172757,896.6202710333146,474.6999008414703,967.6838839845204,520.9738813678368,908.1887661649063,547.416155954332,974.2944526311442,1102.7039222707303,513.2072895291349,1129.1461968572255,478.5018041343599,1091.1354271391388,471.89123548773614,1114.272417402322,452.0595295478647,1144.019976312129,427.26989712302554,1086.177500654171,420.6593284764018,1120.8829860489457,369.42742146506737
labeled-data/e3v813a-20210610T121558-122141/img04791.png,687.8907396950874,944.5468937213371,651.5326121386565,913.1466926498741,646.5746856536887,954.4627466912727,631.7009061987853,924.7151877814657,527.5844500144606,896.6202710333146,547.416155954332,962.7259574995526,487.9210381347179,959.4206731762406,1158.8937557670326,787.5458883640221,1137.4094076655053,756.1456872925592,1099.3986379474184,774.3247510707745,1106.0092065940423,746.2298343226234,1115.9250595639778,694.997927311289,1063.0405103909875,694.997927311289,1097.7459957857625,665.250368401482
labeled-data/e3v813a-20210610T121558-122141/img05141.png,953.54224484276,1002.3825640742268,1006.3004292875203,995.0310137827438,972.5697867736571,977.7332483910192,994.1919935133129,972.9763629082948,1028.3550801619692,920.2181784635346,945.7582504164839,930.5968376985694,968.2453454257259,868.3248822883606,1036.5715187230385,916.7586253851897,1062.5181668106254,900.7581923978444,1044.3555131493144,891.2444214323958,1054.3017282495562,886.4875359496715,1001.975987939589,816.8640302479797,988.1377756262093,860.9733319968776,953.54224484276,813.4044771696348
labeled-data/e3v813a-20210610T121558-122141/img05208.png,782.7827345921837,1000.3410635945212,817.1506631994262,1023.711255047446,830.8978346423232,974.2214378530169,844.6450060852201,996.2169121616521,942.2499233297888,1004.4652150273903,913.380863299705,941.2282263900643,958.7465290612649,932.9799235243261,971.1189833598723,983.8444578630449,1006.8616291114045,971.4720035644375,982.1167205141899,956.3501149772509,1006.8616291114045,950.8512464000921,1030.2318205643294,906.8602977828218,982.1167205141899,887.614257762766,1017.859366265722,844.9980262897855
labeled-data/e3v813a-20210610T121558-122141/img05288.png,398.6783614052966,729.703412706064,372.23608681880154,766.0615402624948,416.85742518351213,764.4088981008389,393.72043492032884,780.9353197173983,350.75173871727424,870.1779964468194,420.162709506824,873.4832807701314,383.8045819503931,939.5889672363693,411.8994986985443,937.9363250747133,435.03648896172757,982.5576634394239,461.47876354822273,949.5048202063049,461.47876354822273,974.2944526311442,497.8368911046535,1013.9578645108869,527.5844500144606,959.4206731762406,549.0687981159879,1008.999938025919
labeled-data/e3v813a-20210610T121558-122141/img05342.png,524.2791656911486,252.08982798749503,489.57368029637377,263.65832311908684,534.1950186610843,281.83738689730217,497.8368911046535,290.100597705582,423.46799383013587,362.81685281844364,489.57368029637377,394.21705388990665,420.162709506824,415.70140199143395,456.5208370632549,432.2278236079934,428.4259203151037,448.75424522455285,466.4366900331906,457.01745603283257,438.34177328503944,468.5859511644243,385.4572241120491,513.2072895291349,428.4259203151037,536.344279792318,395.37307708198483,562.7865543788132
labeled-data/e3v813a-20210610T121558-122141/img05972.png,1168.8096087369684,1053.6212763906296,1160.5463979286885,1008.999938025919,1144.019976312129,1043.705423420694,1129.1461968572255,1022.2210753191666,1054.7772995827079,977.5997369544561,1044.8614466127722,1030.4842861274465,998.5874660864056,990.8208742477036,282.99341008938035,508.249363044167,316.04625332249935,516.5125738524467,311.0883268375315,478.5018041343599,327.61474845409094,493.37558358926344,382.15193978873725,504.94407872085503,373.8887289804574,473.54387764939213,411.8994986985443,483.45973061932773
labeled-data/e3v813a-20210610T121558-122141/img06118.png,1082.872216330859,893.3149867100028,1044.8614466127722,908.1887661649063,1076.2616476842352,939.5889672363693,1043.2088044511163,926.3678299431217,960.5766963683188,919.757261296498,975.4504758232224,977.599736954456,917.6080001652642,936.2836829130574,397.0257192436407,1065.1897715222212,420.162709506824,1037.0948547740702,375.5413711421134,1027.1790018041345,397.0257192436407,1012.3052223492309,428.4259203151037,961.0733153378966,375.5413711421134,961.0733153378966,406.9415722135764,926.3678299431217
labeled-data/e3v813a-20210610T121558-122141/img06156.png,623.912228607966,1001.2772996858441,657.7708728561697,980.1850294984384,629.4628260257043,949.1016839591039,654.9955741473007,954.6522813768422,739.3646548969231,941.885907316044,728.8185198032202,878.6090967538273,804.3066446844614,904.6969046171973,672.7574858840633,991.8412840756889,643.3393195700501,1017.929091939059,662.7664105321343,1042.9067803188814,642.2292000865025,1034.580884192274,587.833345392667,1010.1582555542254,573.4017921065473,1060.1136323138703,536.7678491494744,1032.9157049669525
labeled-data/e3v813a-20210610T121558-122141/img06231.png,289.6039787360041,800.7670256572696,292.90926305931606,870.1779964468194,337.53060142402666,843.7357218603244,324.3094641307791,861.9147856385398,314.39361116084336,951.1574623679609,382.15193978873725,908.1887661649063,393.72043492032884,990.8208742477036,744.0805731913897,997.4314428943275,712.6803721199267,989.1682320860477,720.9435829282065,1037.0948547740702,697.8065926650231,1013.9578645108869,648.2273278153448,997.4314428943275,663.1011072702483,1050.315992067318,603.6059894506341,1042.052781259038
labeled-data/e3v813a-20210610T121558-122141/img06434.png,992.0254654681626,400.4830556019708,1013.6863645777735,351.57134793510727,975.2557371252378,358.5587347446592,998.3141135967594,348.77639321128646,943.113757801299,243.2668523870522,906.7793463916289,292.877298734871,882.3234925581971,236.27946557750022,949.4024059298957,356.4625187017936,929.8377228631502,391.3994527495533,965.4733955918653,392.7969301114637,947.3061898870301,399.08557824006044,948.0049285679854,457.77962744029674,994.8204201919834,431.9262962449546,992.0254654681626,491.31908412614604
labeled-data/e3v813a-20210610T121558-122141/img07017.png,1101.2644881546526,516.1322733762227,1076.8882950828931,551.0714834457444,1124.0156016882947,553.5091027529204,1098.8268688474766,564.8846595197414,1061.4500394707788,642.8884773493713,1130.5159198407637,659.1392727305442,1093.1390904640662,717.6421361027667,1025.6982896321983,421.06512039636107,1048.4494031658405,457.6294100040002,1074.4506757757172,425.940359010713,1069.5754371613652,445.4413134681205,1073.6381360066584,497.4438586878738,1115.0776642286496,471.44258607799713,1119.1403630739428,525.0702108358678
labeled-data/e3v813a-20210610T121558-122141/img07062.png,676.1030066809343,341.76614996212464,707.9844381192518,373.1855316694521,724.1561787039055,332.0631056113324,727.3905268208364,361.1722386637092,807.3251302821252,419.39050476846296,822.1107216738087,353.31739323687736,869.2397942347998,394.43981929499705,572.1418172081596,244.27365672321173,594.3202042956849,290.4786298222226,621.5811384241014,262.75564596281606,613.7262929972695,283.54788385737095,635.4426303538046,336.6836029212335,660.3933158272705,285.3960827813314,688.5783494176671,331.1390061493522
labeled-data/e3v813a-20210610T121558-122141/img07129.png,319.3515376458112,427.26989712302554,360.66759168720984,402.4802646981864,325.96210629243495,371.08006362672336,359.01494952555396,362.81685281844364,426.77327815344785,321.500798777045,375.5413711421134,286.79531338227,446.60498409331916,260.35303879577486,307.7830425142195,612.3658192284917,330.9200327774028,582.6182603186846,287.9513365743482,574.3550495104049,312.7409689991874,556.1759857321895,340.8358857473385,501.63879439754317,292.90926305931606,513.2072895291349,317.69889548415523,461.9753825178004
labeled-data/e3v813a-20210610T121558-122141/img07174.png,328.15964684110975,864.5186455752173,358.0551926858866,833.0071242793715,316.0398309580921,819.2713329452849,341.0874504496619,806.3435293367328,394.41464033493935,731.2006708620236,329.7756222921788,702.1131127427814,379.87086127531825,656.0578123873144,314.4238555070232,983.2928412287899,326.5436713900408,943.7014426775991,286.9522728388499,942.8934549520645,311.19190460488505,931.5816267945814,338.6634872730583,888.7582773412526,280.4883710345738,894.414191419994,308.7679414282816,840.2790138091821
labeled-data/e3v813a-20210610T121558-122141/img07371.png,795.3864970978266,1026.6482436065376,744.3420031151336,1011.2385850457247,741.9342439650065,1045.4287649775283,733.7478628545746,1026.6482436065376,648.0316371100524,984.271682564302,632.6219785492394,1049.762731447757,577.2435180963178,1006.4230667454706,892.6599667629584,998.2366856350386,843.0601282703417,999.6813411251148,861.8406496413324,1037.723935697122,843.0601282703417,1022.7958289663343,802.6097745482076,1036.2792802070458,834.8737471599097,1059.8753198782906,762.6409726560989,1065.6539418385955
labeled-data/e3v813a-20210610T121558-122141/img07457.png,1023.3770985112449,1002.3893693792952,973.7978336615665,979.252379116112,967.1872650149426,1027.1790018041345,958.924054206663,1007.3472958642631,914.3027158419522,972.6418104694883,906.0395050336726,1038.747496935726,849.8496715373703,1013.9578645108869,1145.672618473785,1008.999938025919,1094.4407114624505,1008.999938025919,1114.272417402322,1043.705423420694,1094.4407114624505,1027.1790018041345,1059.7352260676757,1005.6946537026072,1076.2616476842352,1055.2739185522855,1031.6403093195245,1025.5263596424786
labeled-data/e3v813a-20210610T121558-122141/img07638.png,907.6921471953285,898.2729131949706,879.5972304471775,937.9363250747133,929.1764952968558,954.4627466912727,892.818367740425,962.7259574995526,838.2811764057788,990.8208742477036,894.4710099020808,1042.052781259038,813.4915439809395,1055.2739185522855,958.924054206663,210.77377394609653,920.913284488576,210.77377394609653,949.0082012367272,240.52133285590344,919.2606423269201,232.25812204762383,869.6813774772418,248.78454366418327,906.0395050336726,278.5321025739902,859.765524507306,298.3638085138616
labeled-data/e3v813a-20210610T121558-122141/img08034.png,415.20478302185614,1047.010707744006,408.5942143752324,1007.3472958642631,365.6255181721777,1035.442212612414,375.5413711421134,1000.7367272176393,397.0257192436407,942.8942515596812,319.3515376458112,951.1574623679609,365.6255181721777,870.1779964468194,787.0492693944443,780.9353197173983,775.4807742628527,752.8404029692472,744.0805731913897,785.8932462023662,747.3858575147017,759.450971615871,729.2067937364861,711.5243489278486,682.9328132101195,733.0086970293759,684.5854553717757,676.8188635330737
labeled-data/e3v813a-20210610T121558-122141/img08183.png,1109.314490917354,632.1975251683631,1091.1354271391388,648.7239467849225,1129.1461968572255,671.8609370481058,1104.3565644323862,678.4715056947296,1046.514088774428,746.2298343226234,1101.0512801090745,771.0194667474626,1064.6931525526436,815.6408051121732,866.3760931539298,863.5674278001957,904.3868628720165,880.0938494167551,897.7762942253928,835.4725110520446,917.6080001652642,855.304216991916,967.1872650149426,855.304216991916,952.313485560039,812.3355207888613,990.324255278126,797.4617413339578
labeled-data/e3v813a-20210610T121558-122141/img08532.png,306.13040035256364,903.2308396799384,337.53060142402666,949.5048202063049,357.36230736389797,901.5781975182824,357.36230736389797,932.9783985897454,423.46799383013587,997.4314428943275,443.2996997700073,932.9783985897454,486.2683959730619,951.1574623679609,881.2498726088334,1060.2318450372534,881.2498726088334,1027.1790018041345,856.4602401839941,1061.8844871989095,854.8075980223382,1030.4842861274465,836.6285342441226,997.4314428943275,805.2283331726599,1048.6633499056618,773.8281321011968,1002.3893693792952
labeled-data/e3v813a-20210610T121558-122141/img08569.png,342.4885279089945,658.6397997548582,319.3515376458112,713.1769910895044,377.1940133037694,706.5664224428807,342.4885279089945,729.703412706064,329.26739061574693,810.6828786272054,397.0257192436407,777.6300353940865,395.37307708198483,835.4725110520446,839.9338185674346,1083.3688353004368,854.8075980223382,1035.442212612414,805.2283331726599,1037.0948547740702,833.3232499208109,1020.5684331575108,858.1128823456502,994.1261585710156,796.96512236438,1000.7367272176393,805.2283331726599,956.1153888529287
labeled-data/e3v813a-20210610T121558-122141/img09068.png,782.0913429094765,774.3247510707745,757.3017104846372,794.1564570106459,800.270406687692,822.251373758797,775.4807742628527,822.251373758797,689.5433818567435,870.1779964468194,735.8173623831099,924.7151877814657,659.7958229469364,921.4099034581538,932.4817796201678,1073.452982330501,949.0082012367272,1032.1369282891023,906.0395050336726,1038.747496935726,927.5238531351999,1023.8737174808226,944.0502747517594,989.1682320860477,882.9025147704892,990.8208742477036,897.7762942253928,936.2836829130574
