Observation id,DLC2,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,,,,,,,
,,,,,,,,
Observation date,2021-07-12 14:37:06,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
18.800,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
21.576,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
33.600,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
35.101,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
38.375,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
39.125,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
49.125,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
50.875,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
67.625,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
68.125,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
77.375,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
78.125,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
79.125,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
81.625,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
89.625,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,START
89.875,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210610T121558-122141.avi,343.000,30.0,adult,interact,,,STOP
