scorer,,,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v813a-20220314T212458-213024_cropped,img0018.png,836.7917410285274,116.84988056341103,816.1992257214245,119.59554927102477,842.2830784437549,153.91640811619652,817.5720600752313,148.42507070096906,737.9476675544329,167.6447516542653,785.9968699376732,214.32111968369884,743.4390049696603,230.79513192938123
labeled-data,e3v813a-20220314T212458-213024_cropped,img0149.png,840.910244089948,289.8270091430767,882.095274704154,270.60732818978045,840.910244089948,252.7604815902912,869.7397655198922,250.01481288267746,894.450783888416,170.39042036187902,832.6732379671068,189.61010131517514,846.4015815051755,145.67940199335533
labeled-data,e3v813a-20220314T212458-213024_cropped,img0209.png,842.2830784437549,403.7722605090469,872.485434227506,372.19707037148885,824.4362318442656,355.72305812580635,854.6385876280167,347.48605200296515,913.6704648417121,310.41952445017967,827.1819005518794,274.72583125120104,865.6212624584716,240.4049724060294
labeled-data,e3v813a-20220314T212458-213024_cropped,img0256.png,813.4535570138107,549.292702012575,850.5200845665961,535.5643584745063,817.5720600752313,508.1076713983689,850.5200845665961,508.1076713983689,916.4161335493259,464.1769720765491,845.0287471513686,438.09311935421863,891.7051151808023,410.6364322780812
labeled-data,e3v813a-20220314T212458-213024_cropped,img0413.png,666.5602811564756,770.319032975481,710.4909804782956,775.8103703907085,696.7626369402267,731.8796710688887,721.4736553087505,744.2351802531505,812.0807226600039,714.0328244693994,758.5401828615359,671.4749595013864,810.707888306197,665.9836220861589
labeled-data,e3v813a-20220314T212458-213024_cropped,img0548.png,234.11745970731187,681.0847999780345,209.40644133878828,708.541487054172,254.70997501441497,715.4056588232063,229.99895664589127,731.8796710688887,197.05093215452638,795.0300513440047,258.82847807583556,785.4202108673567,240.9816314763462,829.3509101891764
labeled-data,e3v813a-20220314T212458-213024_cropped,img0711.png,265.6926498448699,255.50615029790492,224.5076192306638,295.31834655830414,267.06548419867676,317.283696219214,236.8631284149256,317.283696219214,195.6780978007195,341.9947145877377,264.319815491063,361.2143955410339,221.76195052305007,390.0439169709781
labeled-data,e3v813a-20220314T212458-213024_cropped,img0936.png,433.17844100930796,204.71127920705078,397.48474781032934,193.72860437659574,411.213091348398,245.89630982125686,386.5020729798744,225.30379451415388,305.5048461052691,236.2864693446087,337.080036242827,291.19984349688355,286.2851651519729,281.5900030202355
labeled-data,e3v813a-20220314T212458-213024_cropped,img1058.png,553.9878641443124,218.43962274511944,525.1583427143682,197.84710743801634,522.4126740067545,241.77780675983627,504.5658274072651,208.82978226847138,431.8056066555011,180.00026083852708,427.6871035940805,241.77780675983627,385.12923862606755,218.43962274511944
labeled-data,e3v813a-20220314T212458-213024_cropped,img1181.png,740.6933362620466,313.1651931577934,699.5083056478404,295.31834655830414,692.6441338788061,341.9947145877377,681.6614590483512,310.41952445017967,639.1035940803383,271.9801625435873,633.6122566651109,341.9947145877377,599.291397819939,310.41952445017967
labeled-data,e3v813a-20220314T212458-213024_cropped,img2165.png,,,525.1583427143682,203.3384448532439,556.7335328519262,188.23726696136828,548.496526729085,211.5754509760851,555.3606984981193,280.2171686664286,604.7827352351665,211.5754509760851,622.6295818346557,284.3356717278492
labeled-data,e3v813a-20220314T212458-213024_cropped,img2579.png,,,548.496526729085,214.32111968369884,592.4272260509047,199.2199417918232,574.5803794514154,226.67662886796063,575.9532138052223,291.19984349688355,632.239422311304,252.7604815902912,628.1209192498834,304.9281870349522
labeled-data,e3v813a-20220314T212458-213024_cropped,img3601.png,,,547.1236923752781,212.94828532989197,596.5457291123253,204.71127920705078,577.3260481590291,223.9309601603469,566.3433733285742,284.3356717278492,632.239422311304,255.50615029790492,624.0024161884628,314.53802751160026
labeled-data,e3v813a-20220314T212458-213024_cropped,img4258.png,,,562.2248702671536,232.1679662831881,593.8000604047115,207.4569479146645,586.9358886356772,232.1679662831881,582.8173855742566,289.8270091430767,644.5949314955658,241.77780675983627,644.5949314955658,310.41952445017967
labeled-data,e3v813a-20220314T212458-213024_cropped,img6963.png,,,573.2075450976085,230.79513192938123,600.6642321737459,207.4569479146645,596.5457291123253,240.4049724060294,596.5457291123253,295.31834655830414,658.3232750336344,251.38764723648433,648.7134345569864,320.02936492682784
labeled-data,e3v813a-20220314T212458-213024_cropped,img7687.png,,,567.7162076823811,247.26914417506373,593.8000604047115,212.94828532989197,592.4272260509047,237.65930369841556,606.1555695889733,295.31834655830414,663.8146124488619,250.01481288267746,647.3406002031795,333.7577084648965
labeled-data,e3v813a-20220314T212458-213024_cropped,img7985.png,,,582.8173855742566,241.77780675983627,614.3925757118145,218.43962274511944,610.2740726503939,240.4049724060294,613.0197413580076,288.4541747892698,673.42445292551,255.50615029790492,648.7134345569864,317.283696219214
labeled-data,e3v813a-20220314T212458-213024_cropped,img8043.png,562.2248702671536,226.67662886796063,600.6642321737459,259.6246533593255,613.0197413580076,221.18529145273317,622.6295818346557,245.89630982125686,621.2567474808488,299.43684961972474,670.6787842178962,256.8789846517118,651.4591032646001,322.77503363444157
labeled-data,e3v813a-20220314T212458-213024_cropped,img8684.png,,,581.4445512204497,243.15064111364313,611.6469070042008,218.43962274511944,608.901238296587,241.77780675983627,613.0197413580076,300.8096839735316,672.0516185717031,252.7604815902912,650.0862689107933,326.89353669586217
labeled-data,e3v813a-20220314T212458-213024_cropped,img8800.png,,,586.9358886356772,251.38764723648433,603.4099008813596,221.18529145273317,613.0197413580076,245.89630982125686,615.7654100656214,303.55535268114534,670.6787842178962,252.7604815902912,651.4591032646001,318.656530573021
