scorer,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett,Brett
individuals,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,adult,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile,juvenile
bodyparts,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c0.png,286.2124587593936,289.8524067332464,340.7960126573332,292.4516235855292,310.9050188560806,253.4633708012866,332.99836210048466,265.1598466365592,,,365.4885727540202,183.28451578964996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c1.png,50.2124587593936,241.85240673324643,104.79601265733322,244.4516235855292,74.90501885608057,205.4633708012866,96.99836210048466,217.15984663655922,173.67525924282825,204.1637623751452,129.4885727540202,135.28451578964996,180.17330137353554,135.28451578964996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c2.png,,,,,,,,,28.675259242828247,348.1637623751452,,,35.17330137353554,279.28451578964996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c3.png,,,11.796012657333222,210.4516235855292,,,3.9983621004846555,183.15984663655922,80.67525924282825,170.1637623751452,36.4885727540202,101.28451578964996,87.17330137353554,101.28451578964996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.72161362420275,175.66307346916244,,,366.72161362420275,208.15328412269798
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.72161362420275,133.66307346916244,,,393.72161362420275,166.15328412269798
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.8926371586681,21.982260588232947,181.60086020969834,25.88108586665703,198.49576974953675,54.4724712417684,180.30125178355684,44.07560383263703,112.72161362420275,85.66307346916244,154.30908326072858,109.05602513970803,112.72161362420275,118.15328412269798
labeled-data/e3v813a-20210610T120637-121213_cropped/img00068c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.21454738262793,71.4684896227848,150.82511602925166,92.95283772431185,175.61474845409094,64.85792097616081,175.61474845409094,87.99491123934399,246.6783614052967,112.78454366418327,245.0257192436407,69.81584746112867,276.4259203151037,87.99491123934399
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c1.png,116.80659266502312,322.2836829130574,172.99642616132542,330.54689372133726,148.20679373648613,300.79933481153,171.34378399966954,299.146692649874,224.22833317265986,330.54689372133726,227.5336174959716,254.52535428516353,275.4602401839941,289.2308396799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c2.png,,,,,,,,,32.22833317265986,262.54689372133726,35.53361749597161,186.52535428516353,83.46024018399407,221.2308396799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c3.png,321.8065926650231,154.28368291305742,377.9964261613254,162.54689372133726,353.20679373648613,132.79933481153,376.34378399966954,131.146692649874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c4.png,166.80659266502312,393.2836829130574,,,198.20679373648613,371.79933481153,221.34378399966954,370.146692649874,,,277.5336174959716,325.52535428516353,325.4602401839941,360.2308396799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.21454738262793,54.4684896227848,62.82511602925166,75.95283772431185,87.61474845409094,47.85792097616081,87.61474845409094,70.99491123934399,158.6783614052967,95.78454366418327,157.0257192436407,52.81584746112867,188.42592031510372,70.99491123934399
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.82511602925166,17.95283772431185,,,82.61474845409094,12.994911239343992,153.6783614052967,37.784543664183275,,,183.42592031510372,12.994911239343992
labeled-data/e3v813a-20210610T120637-121213_cropped/img00232c9.png,49.80659266502312,172.28368291305742,105.99642616132542,180.54689372133726,81.20679373648613,150.79933481153,104.34378399966954,149.146692649874,157.22833317265986,180.54689372133726,160.5336174959716,104.52535428516353,208.46024018399407,139.2308396799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c2.png,,,5.628534244122648,349.1261585710156,,,0.670607759154791,322.68388398452043,50.24987260883336,281.3678299431216,,,17.197029375714465,211.95685915357194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c3.png,384.6177645260359,384.2631488341988,,,396.1862596576275,346.252379116112,,,,,396.1862596576275,275.1887661649064,,,,,,,,,,,,,,,,,,,,,,,,,29.299699770007294,385.91579099585476,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c4.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c5.png,,,205.62853424412265,386.1261585710156,179.1862596576275,371.252379116112,200.6706077591548,359.68388398452043,250.24987260883336,318.3678299431216,179.1862596576275,300.1887661649064,217.19702937571446,248.95685915357194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00474c9.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/e3v813a-20210610T120637-121213_cropped/img00513c0.png,161.30892419092527,277.61595044569594,204.2819553051586,262.51731789204644,176.40755674457478,241.61151897160858,205.4433885785162,229.997186238032,256.54645260625307,189.34702167051398,178.7304232912901,173.08695584350687,220.54202113216581,123.14532508912771,,,,,,,,,,,,,,,139.2416919971298,267.1630509854772,98.5915274296118,269.4859175321924,111.3672934365461,306.65178227963725,90.46149451610825,286.9074166325572,21.936931388006542,267.1630509854772,33.55126412158302,327.5575812000752,,
