scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220314T193441-194006_cropped,img0035.png,855.0432924836772,365.7165905003992,927.56891825518,334.24320573163385,855.0432924836772,339.03263384861987,829.7277438653225,370.5060186173853,834.5171719823085,335.61161376505845,876.9378210184705,266.50700807711706,921.4110821047694,261.717579960131,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img1294.png,962.0746191038397,280.18589419238776,973.543669533929,205.63706639680674,941.0480266486759,253.42477652217917,941.0480266486759,303.12399505256656,908.5523837634225,280.18589419238776,883.7027744982288,199.902541181762,927.6674678135716,165.49538989149391,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img1973.png,958.7110488732521,261.9818045060614,974.5086389973422,188.2597172603077,940.8071133992835,244.6044553695623,935.5412500245868,275.14646294280305,918.1639008880877,255.13618211895567,903.9460697764066,177.72799051091434,928.1690413000114,134.02132450093183,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img2472.png,977.3132217107159,222.6265685757695,980.2792998564634,149.95765400495523,956.0563283328586,210.76225599277942,964.4602164124765,243.38911559600217,936.2824740278751,228.06437850963997,900.6895362789048,150.4520003625798,923.9238150872604,114.85906261360955,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img3608.png,988.8797936020617,165.07290286672404,964.1982979206601,85.90584124713439,964.1982979206601,153.43068792266672,976.771890060242,186.0288897660272,954.8845259654142,178.1121836040682,898.536205636177,134.80314401217504,895.7420740496032,79.38620087846229,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img4335.png,973.543669533929,110.06164614606178,927.6674678135716,90.9465620959129,944.8710434587056,129.17673019621066,990.7472451790632,142.55728903131512,956.3400938887951,161.67237308146412,891.3488081182884,161.67237308146412,870.3222156631246,121.53069657615129,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img4402.png,,,,,,,,,,,,,,,931.613,180.811,957.783,123.665,926.102,151.391,884.636,184.322,901.429,139.723,893.14,108.776,911.448,85.143
labeled-data,e3v816b-20220314T193441-194006_cropped,img4525.png,,,,,,,,,,,,,,,992.261,106.822,942.279,91.912,976.418,134.781,1009.06,121.2,1002.396,145.932,889.4621385843594,138.52735711474665,899.741,77.065
labeled-data,e3v816b-20220314T193441-194006_cropped,img4848.png,,,,,,,,,,,,,,,1006.994,111.102,914.5438991398212,134.62260926519374,987.624,133.842,1035.874,142.355,1004.657,154.61,949.624,193.439,887.313,194.272
labeled-data,e3v816b-20220314T193441-194006_cropped,img5002.png,948.6940602687355,616.6113734750099,891.3488081182884,584.1157305897566,921.9329425985268,635.7264575251589,975.455177938944,626.1689155000844,939.1365182436609,670.1336088154271,847.3841148029458,649.1070163602632,828.2690307527969,578.381205374712,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img5142.png,736.5166273120817,465.60220947883295,818.7114887277223,459.8676842637882,738.4281357170967,433.1065665935796,698.2864592117837,456.0446674537584,715.4900348569179,427.37204137853496,809.1539467026478,389.141873278237,853.1186400179906,435.01807499859456,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img5162.png,,,,,,,,,,,,,,,658.607,545.138,741.605,491.805,666.365,510.071,623.327,537.417,641.275,505.156,696.974,436.363,759.841,434.938
labeled-data,e3v816b-20220314T193441-194006_cropped,img5179.png,493.7550598751897,570.7351717546524,591.2419885309494,572.6466801596672,516.6931607353686,549.7085792994884,472.7284674200259,530.5934952493395,501.4010934952493,519.1244448192501,589.3304801259346,498.0978523640862,646.6757322763815,532.5050036543544,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img5197.png,,,,,,,,,,,,,,,384.898,586.398,464.167,569.608,391.624,556.453,349.967,580.403,363.793,549.628,471.809,507.989,515.334,549.217
labeled-data,e3v816b-20220314T193441-194006_cropped,img5233.png,247.17047562826787,622.3458986900546,348.4804210940575,605.1423230449205,260.5510344633721,586.0272389947716,222.32086636307412,616.6113734750099,231.87840838814867,580.2927137797268,337.0113706639681,534.4165120593693,384.7990807893405,563.0891381345928,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img5329.png,,,,,,,,,,,,,,,252.654,621.632,347.592,587.03,267.015,590.413,227.551,606.044,239.773,581.2,325.919,523.806,386.478,552.823
labeled-data,e3v816b-20220314T193441-194006_cropped,img5771.png,1009.8623292292123,173.1414235115535,942.9595350536908,211.3715916118514,1009.8623292292123,207.5485748018216,1036.6234468994207,192.2565075617024,1027.0659048743462,224.75215044695574,981.1897031539886,272.53986057232817,900.9063501433629,259.1593017372239,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T193441-194006_cropped,img5787.png,,,,,,,,,,,,,,,1022.965,184.758,948.92,219.942,1017.335,212.063,1048.541,198.176,1039.347,226.213,962.903,278.506,900.485,263.082
labeled-data,e3v816b-20220314T193441-194006_cropped,img6248.png,,,,,,,,,,,,,,,863.181,790.581,832.479,721.347,830.879,784.755,855.929,818.889,827.916,812.031,758.947,722.537,782.269,677.359
labeled-data,e3v816b-20220314T193441-194006_cropped,img6309.png,,,,,,,,,,,,,,,1002.498,883.356,966.476,794.382,974.141,868.056,993.223,908.287,969.915,896.469,898.562,827.85,887.853,775.047
labeled-data,e3v816b-20220314T193441-194006_cropped,img6417.png,,,,,,,,,,,,,,,719.758,841.432,803.603,854.362,739.407,820.865,683.267,817.915,729.902,797.577,813.604,786.593,858.107,824.228
labeled-data,e3v816b-20220314T193441-194006_cropped,img6471.png,,,,,,,,,,,,,,,350.693,926.599,461.791,921.922,372.901,905.015,330.185,901.255,352.655,890.83,428.621,861.264,498.923,876.694
