Observation id,T095234-095803,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,,,,,,,
,,,,,,,,
Observation date,2021-08-04 12:54:23,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
16.876,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
17.876,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
30.903,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
31.153,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
31.904,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
33.175,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
33.925,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
35.427,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
37.428,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
43.453,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
48.225,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,START
49.726,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T095234-095803.avi.re-encoded.1600px.16265k.avi,329.030,30.0,adult,interact,,,STOP
