Observation id,T091732,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,,,,,,,
,,,,,,,,
Observation date,2021-08-04 12:50:00,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
46.028,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
48.478,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
52.628,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
53.878,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
55.403,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
61.552,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
62.002,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
62.777,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
76.677,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
77.577,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
97.278,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
97.902,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
98.375,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,START
98.975,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T091732-092358.avi.re-encoded.1600px.16265k.avi,386.000,30.0,adult,interact,,,STOP
