Observation id,T092722-093422,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,,,,,,,
,,,,,,,,
Observation date,2021-08-04 12:51:51,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
68.653,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
69.003,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
167.553,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
169.875,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
173.203,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
175.852,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
187.728,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
188.628,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
212.825,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
213.175,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
214.401,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
215.803,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
255.002,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
255.527,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
258.027,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
258.552,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
286.378,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
287.275,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
297.153,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
298.428,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
398.953,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
402.779,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
415.103,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,START
418.353,C:/Clever Sys Inc/TopScan/Video/Donnie/e3v813a-20210714T092722-093422.avi.re-encoded.1600px.16265k.avi,419.970,30.0,adult,interact,,,STOP
