scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220314T161409-161910_cropped,img0008.png,,,,,,,,,,,,,,,780.458,808.492,877.993,876.246,808.653,807.511,774.165,759.505,813.954,781.976,907.131,818.131,932.821,874.333
labeled-data,e3v816b-20220314T161409-161910_cropped,img0074.png,900.0530483279182,712.5586639821679,806.0376848796769,767.0979632200979,890.1840322753403,728.6607428047948,931.2183621781639,705.2867574171106,915.6357052530411,742.6851340374054,858.4992965275906,811.248824507946,808.1153724696933,845.0112478457122,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img0227.png,234.8932614690768,937.476408694867,354.95566803379984,933.549133713778,237.69845788414042,917.2789945064089,211.32961158254236,927.9387408836508,221.98935795978412,907.7413266951926,354.95566803379984,881.3724803935945,400.3998499578305,910.5465231102562,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img0427.png,,,,,,,,,,,,,,,975.354,917.916,969.882,841.462,952.812,906.017,964.028,967.234,935.209,925.103,907.188,857.112,905.804,805.559
labeled-data,e3v816b-20220314T161409-161910_cropped,img0550.png,1027.3859377209433,845.8133427220582,971.5677859491584,792.6281226376216,1003.1629661973386,851.6057924342246,1044.2367005199728,863.1906918585573,1013.1681066092623,878.4616956451777,937.8662603510995,859.5045874962696,900.4786303907531,798.420572349788,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img0682.png,,,,,,,,,,,,,,,811.244,119.999,690.882,172.57,800.828,143.371,845.57,133.581,822.735,161.216,713.66,235.855,665.08,228.139
labeled-data,e3v816b-20220314T161409-161910_cropped,img0701.png,,,,,,,,,,,,,,,1014.12,168.982,915.172,120.694,990.512,175.181,1037.233,213.387,995.523,202.917,903.897,178.299,869.492,137.807
labeled-data,e3v816b-20220314T161409-161910_cropped,img0726.png,,,,,,,,,,,,,,,1041.371,570.101,1046.563,452.009,1016.884,548.278,1029.044,600.07,1005.25,575.39,987.293,455.043,1015.501,405.379
labeled-data,e3v816b-20220314T161409-161910_cropped,img0734.png,,,,,,,,,,,,,,,1048.586,688.396,1053.049,579.83,1027.169,674.139,1040.66,715.723,1009.061,697.453,992.583,565.591,1030.279,528.463
labeled-data,e3v816b-20220314T161409-161910_cropped,img1415.png,,,,,,,,,,,,,,,247.112,233.658,285.953,348.518,267.686,248.553,252.98,200.621,283.402,223.028,345.399,339.553,333.24,378.199
labeled-data,e3v816b-20220314T161409-161910_cropped,img1428.png,,,,,,,,,,,,,,,228.164,179.447,261.449,252.813,252.503,176.442,207.314,141.796,247.868,154.887,324.653,226.856,312.677,286.161
labeled-data,e3v816b-20220314T161409-161910_cropped,img1529.png,220.85852893948086,162.23277557557134,247.12336585327412,223.517395041089,243.7560790694545,166.94697707291886,221.53198629624475,96.9074119694701,259.91905563178875,150.11054315382063,298.30612496733283,184.45686834878103,296.285752897041,244.39457310077086,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img1624.png,,,,,,,,,,,,,,,367.274,525.927,308.814,414.081,337.929,521.558,374.491,560.904,335.611,550.067,246.892,432.097,246.81,388.808
labeled-data,e3v816b-20220314T161409-161910_cropped,img1691.png,,,,,,,,,,,,,,,254.319,926.979,370.272,896.545,268.138,904.598,223.979,910.278,245.013,892.109,342.576,836.27,403.231,853.889
labeled-data,e3v816b-20220314T161409-161910_cropped,img2005.png,,,,,,,,,,,,,,,1011.7871982863203,947.3315269922421,997.548,877.475,986.665,947.607,1014.351,999.191,965.723,964.56,950.872,920.636,947.886,874.164
labeled-data,e3v816b-20220314T161409-161910_cropped,img2042.png,,,,,,,,,,,,,,,1002.459,653.843,973.608,750.036,1010.616,685.177,1022.009,619.001,1043.878,670.513,1027.851,772.672,985.397,803.502
labeled-data,e3v816b-20220314T161409-161910_cropped,img2087.png,928.7624646220678,188.8574464866354,953.26484930433,231.32824660255648,936.9299261828219,168.7110413034421,887.3806593809139,183.41247211279938,919.5060081865465,151.83162074455038,1018.0600443529788,189.401943924019,1016.426552040828,251.47465178574978,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img2102.png,,,,,,,,,,,,,,,720.651,328.477,804.44,272.357,724.933,298.225,671.406,343.44,701.369,292.841,757.553,217.915,816.705,215.746
labeled-data,e3v816b-20220314T161409-161910_cropped,img2425.png,977.3666863439589,270.6283521673133,965.8976359138696,368.11528082307314,994.5702619890931,297.3894698375219,1004.1278040141674,232.39818406701534,1023.2428880643165,280.18589419238776,1030.888921684376,381.4958396581774,977.3666863439589,436.9295834036094,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img2502.png,,,,,,,,,,,,,,,891.577,154.746,931.696,216.615,912.389,149.12,862.478,135.544,908.68,121.414,985.603,186.569,977.472,245.794
labeled-data,e3v816b-20220314T161409-161910_cropped,img2853.png,,,,,,,,,,,,,,,895.002,776.343,773.667,784.289,881.405,796.813,923.715,777.33,902.531,815.713,763.574,845.622,727.149,820.632
labeled-data,e3v816b-20220314T161409-161910_cropped,img2913.png,,,,,,,,,,,,,,,941.76,825.003,974.82,857.719,966.899,812.672,923.873,777.53,971.661,788.423,1003.661,795.912,1034.443,820.621
labeled-data,e3v816b-20220314T161409-161910_cropped,img3227.png,,,,,,,,,,,,,,,922.008,883.02,827.004,815.094,897.233,886.675,941.923,914.272,899.373,912.18,793.147,867.858,775.848,822.689
labeled-data,e3v816b-20220314T161409-161910_cropped,img3561.png,881.7912660932141,232.39818406701534,929.5789762185864,289.7434362174623,916.1984173834821,230.48667566200038,860.7646736380502,199.902541181762,900.9063501433629,199.902541181762,975.455177938944,226.66365885197058,973.543669533929,297.3894698375219,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T161409-161910_cropped,img4181.png,,,,,,,,,,,,,,,785.0,249.342,847.622,221.225,796.55,220.623,735.748,228.831,780.41,204.65,789.566,166.21,814.004,142.396
