scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner
bodyparts,,,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220314T161409-161910_cropped,img0074.png,931.2183621781639,705.2867574171106,900.0530483279182,712.5586639821679,915.6357052530411,742.6851340374054,890.1840322753403,728.6607428047948,806.0376848796769,767.0979632200979,858.4992965275906,811.248824507946,808.1153724696933,845.0112478457122
labeled-data,e3v816b-20220314T161409-161910_cropped,img0227.png,211.32961158254236,927.9387408836508,234.8932614690768,937.476408694867,221.98935795978412,907.7413266951926,237.69845788414042,917.2789945064089,354.95566803379984,933.549133713778,354.95566803379984,881.3724803935945,400.3998499578305,910.5465231102562
labeled-data,e3v816b-20220314T161409-161910_cropped,img0550.png,1044.2367005199728,863.1906918585573,1027.3859377209433,845.8133427220582,1013.1681066092623,878.4616956451777,1003.1629661973386,851.6057924342246,971.5677859491584,792.6281226376216,937.8662603510995,859.5045874962696,900.4786303907531,798.420572349788
labeled-data,e3v816b-20220314T161409-161910_cropped,img1529.png,221.53198629624475,96.9074119694701,220.85852893948086,162.23277557557134,259.91905563178875,150.11054315382063,243.7560790694545,166.94697707291886,247.12336585327412,223.517395041089,298.30612496733283,184.45686834878103,296.285752897041,244.39457310077086
labeled-data,e3v816b-20220314T161409-161910_cropped,img2087.png,887.3806593809139,183.41247211279938,928.7624646220678,188.8574464866354,919.5060081865465,151.83162074455038,936.9299261828219,168.7110413034421,953.26484930433,231.32824660255648,1018.0600443529788,189.401943924019,1016.426552040828,251.47465178574978
labeled-data,e3v816b-20220314T161409-161910_cropped,img2425.png,1004.1278040141674,232.39818406701534,977.3666863439589,270.6283521673133,1023.2428880643165,280.18589419238776,994.5702619890931,297.3894698375219,965.8976359138696,368.11528082307314,1030.888921684376,381.4958396581774,977.3666863439589,436.9295834036094
labeled-data,e3v816b-20220314T161409-161910_cropped,img3561.png,860.7646736380502,199.902541181762,881.7912660932141,232.39818406701534,900.9063501433629,199.902541181762,916.1984173834821,230.48667566200038,929.5789762185864,289.7434362174623,975.455177938944,226.66365885197058,973.543669533929,297.3894698375219
labeled-data,e3v816b-20220314T161409-161910_cropped,img4267.png,686.8174087816944,142.55728903131512,726.9590852870072,186.52198234665775,751.8086945522009,152.11483105638956,759.4547281722605,173.1414235115535,807.242438297633,207.5485748018216,820.6229971327373,148.29181424635976,864.5876904480799,169.3184067015237
labeled-data,e3v816b-20220314T161409-161910_cropped,img4375.png,981.1897031539886,454.13315904874355,925.7559594085567,436.9295834036094,929.5789762185864,494.2748355540564,908.5523837634225,465.60220947883295,866.4991988530949,421.6375161634903,820.6229971327373,486.6288019339968,793.8618794625286,436.9295834036094
labeled-data,e3v816b-20220314T161409-161910_cropped,img4823.png,212.82286552787804,477.16691189376746,256.39691650853297,501.0795008465659,264.3677794927991,459.0996224627642,271.2758607458298,480.35525708747394,336.10554635119445,509.5817546964498,317.50686605457344,442.62650562861415,358.4239627071396,444.2206782254674
labeled-data,e3v816b-20220314T161409-161910_cropped,img4916.png,495.35200996129606,895.1791282164476,514.5491268490509,869.304753280778,477.8242075855199,870.1394105367674,487.840094657392,844.2650356010979,524.5650139209229,754.9567092102386,452.78448990583973,753.2873946982598,493.68269544931735,696.5307012909848
labeled-data,e3v816b-20220314T161409-161910_cropped,img5022.png,980.1379311270628,910.9349138333386,957.8457761741802,887.7328750048281,944.6524599775761,922.3084622786869,933.7338534700417,903.2009008905018,840.4707562181857,867.715429741015,811.809414135908,917.7590429005476,789.9722011208393,867.715429741015
labeled-data,e3v816b-20220314T161409-161910_cropped,img5322.png,169.27693619919862,438.6880235487598,215.4016006975623,418.74222268460255,191.71596217137554,378.01954592028153,216.23267573356884,387.57690883435686,264.0194903039456,401.70518444646825,247.8135271018178,342.69885689000307,285.62744124011596,341.86778185399646
labeled-data,e3v816b-20220314T161409-161910_cropped,img5885.png,777.6807302982218,711.6406484671791,775.7893181473103,694.6179391089759,756.8751966381956,724.4076804858314,750.2552541100055,695.5636451844316,726.1397491858843,638.3484276193599,676.0173271867304,695.5636451844316,648.5918509985142,629.3642199025304
labeled-data,e3v816b-20220314T161409-161910_cropped,img6341.png,690.3978624406191,736.1479376636562,665.1784624749496,721.5472324203739,669.1604729958448,760.924892015893,652.3475396853985,741.014839411417,584.6533608301802,707.3889727905243,584.6533608301802,783.0471726875329,531.1174416048116,761.8097832427586
