scorer,,,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
bodyparts,,,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v813a-20220203T002607-005438_cropped,img2261.png,143.5270743126971,864.2178179412012,125.56205864318817,892.849561664481,164.5798270504028,882.7442403503824,144.3691844222053,901.5513661293994,164.8605304202389,968.6394715202217,207.24673926548644,908.2882470054653,222.96612797630672,956.0078198775983
labeled-data,e3v813a-20220203T002607-005438_cropped,img2551.png,141.3215857308263,865.2772475668352,125.05496303003954,893.6792872031294,164.81781852085157,881.8020706279519,147.26019401841512,901.167097652698,169.72362536712063,972.4303971037638,205.35527509265347,912.0115127865558,224.2039013967397,954.6145722409973
labeled-data,e3v813a-20220203T002607-005438_cropped,img4108.png,144.20776463376643,862.7436682970477,123.25656594290666,892.0753464642514,165.48128945833173,878.537648848619,147.7533521045273,895.9432600687178,166.77059399315385,966.2103572165245,200.614838032235,905.6130440798839,220.9213844556837,958.152203873886
labeled-data,e3v813a-20220203T002607-005438_cropped,img6034.png,141.9119909684016,854.8411257624891,124.31472637150483,888.7787074850758,169.06205634647085,878.9745172096618,146.93978085322925,893.8064973699034,159.50925556529836,969.223345642318,199.73157464391954,916.1801623573864,214.81494429840245,953.6371969993523
labeled-data,e3v813a-20220203T002607-005438_cropped,img6640.png,,,162.90663612860743,981.4062604121335,119.07899346178186,974.2715278849759,141.84218771509438,963.3995545102595,199.25979710031544,949.1300894559441,134.36770601997682,900.2062092697203,189.0673220615188,892.0522292386829
labeled-data,e3v813a-20220203T002607-005438_cropped,img7193.png,183.05868499539537,828.9675508792914,156.04380323654667,853.5631894955566,191.5260359944375,870.0946843032102,168.94643333032516,871.7075130649325,133.46420057243432,939.4463210572696,206.44470204036887,929.3661412965052,175.800955567645,962.8323381022432
labeled-data,e3v813a-20220203T002607-005438_cropped,img7370.png,256.7518692152664,863.8755720144377,207.20573780567275,876.9316471831819,235.6612862503718,908.7349072096104,211.55776286192085,899.0265436225953,151.9684967071393,892.6658916173096,201.84939927490586,959.2853520937227,160.00300450328965,957.946267461031
labeled-data,e3v813a-20220203T002607-005438_cropped,img7565.png,221.3714670023473,796.2160014078097,180.32891775486343,824.8423172695001,214.81845493762296,846.5707256946386,188.9513020505533,845.1911442073282,139.28636850737956,891.407124032226,217.57761791224374,912.4457417137094,172.05142883100115,942.7965344345378
labeled-data,e3v813a-20220203T002607-005438_cropped,img7703.png,600.1771566555224,912.8499336645531,566.3764702020771,906.5776413329859,569.5126163678607,938.6360243609959,551.3926607433333,920.5160687364685,464.97441084174125,892.6392139295033,456.26289371456465,961.634429576742,408.8722405427239,922.9552935320779
labeled-data,e3v813a-20220203T002607-005438_cropped,img7719.png,703.8295801574222,910.440447736459,671.343088287734,906.0672661386163,673.8420492007868,937.3042775517781,658.5359136083375,920.4362913886707,575.445463249327,892.9477213450883,548.5816334340077,963.5433671388341,516.4075116784511,926.6836936713031
labeled-data,e3v813a-20220203T002607-005438_cropped,img7791.png,986.8381702863733,808.7583948820736,947.0259740259742,821.1139040663354,979.9739985173389,854.0619285577003,948.398808379781,848.5705911424728,881.1299250432444,869.1631064495759,942.9074709645536,917.2123088328163,870.1472502127895,929.5678180170781
labeled-data,e3v813a-20220203T002607-005438_cropped,img7859.png,973.1098267483046,655.0009472557042,953.8901457950085,694.8131435161034,992.329507701601,704.4229839927516,973.1098267483046,718.1513275308203,933.2976304879055,760.7091924988332,999.1936794706353,763.4548612064469,967.6184893330772,815.622566651108
labeled-data,e3v813a-20220203T002607-005438_cropped,img7920.png,929.1791274264849,433.97461629279815,908.5866121193817,458.68563466132184,940.1618022569398,473.7868125531975,915.4507838884163,486.14232173745927,842.6905631366521,525.9545179978585,890.7397655198924,579.4950577963264,850.9275692594933,594.596235688202
labeled-data,e3v813a-20220203T002607-005438_cropped,img8094.png,995.0751764092147,250.0148128826777,956.6358145026222,270.6073281897807,995.0751764092147,288.45417478927004,962.1271519178497,293.9455122044975,912.7051151808025,368.0785673100685,988.2110046401801,387.2982482633646,929.1791274264849,425.73761016995695
labeled-data,e3v813a-20220203T002607-005438_cropped,img8182.png,1037.6330413772275,158.03491117761735,981.3468328711458,126.45972104005943,978.6011641635321,173.13608906949298,967.6184893330772,148.4250707009693,925.0606243650643,163.52624859284492,967.6184893330772,217.0667883913128,918.19645259603,218.43962274511966
