scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220314T190936-191503_cropped,img0137.png,,,,,,,,,,,,,,,482.081,270.693,425.547,370.44,495.947,300.819,506.923,230.894,525.393,280.049,496.2203907348065,401.59028577050657,423.589,422.963
labeled-data,e3v816b-20220314T190936-191503_cropped,img0289.png,367.63148675282355,407.5940675205713,421.70867961297404,373.97851520209935,373.9648516823907,377.87597054337147,317.93893115160415,411.0043409441844,351.5544834700761,362.28614917828304,378.8366708589809,323.798777683221,425.11895303658713,325.260323436198,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img0520.png,,,,,,,,,,,,,,,671.75,399.335,731.092,330.71,664.306,367.571,629.79,419.3,636.884,368.113,662.368,299.374,705.524,268.271
labeled-data,e3v816b-20220314T190936-191503_cropped,img0619.png,,,,,,,,,,,,,,,624.381,206.08,588.82,300.423,639.593,236.81,648.134,167.264,671.488,219.216,652.412,313.712,633.951,345.872
labeled-data,e3v816b-20220314T190936-191503_cropped,img0638.png,,,,,,,,,,,,,,,660.3092250215165,217.4134450043033,623.931,211.433,688.3258900086064,220.5842174634221,689.94,168.715,714.2406624677254,218.2563047805325,682.273,251.696,643.841,275.424
labeled-data,e3v816b-20220314T190936-191503_cropped,img1423.png,480.37450104008536,389.141873278237,512.8701439253387,454.13315904874355,509.0471271153089,391.0533816832519,478.4629926350705,337.53114634283475,528.1622111654578,364.29226401304334,585.5074633159047,427.37204137853496,581.684446505875,488.54031033901174,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img2346.png,,,,,,,,,,,,,,,833.804,275.985,724.485,347.215,818.03,302.858,871.104,283.065,844.775,320.639,795.805,362.415,757.147,394.838
labeled-data,e3v816b-20220314T190936-191503_cropped,img2560.png,554.9233288356663,716.0098105357847,574.0384128858154,779.0895879012762,581.684446505875,727.478860965874,554.9233288356663,670.1336088154271,600.7995305560239,700.7177432956655,646.6757322763815,748.5054534210378,642.8527154663518,811.5852307865296,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img2561.png,,,,,,,,,,,,,,,557.241,707.405,590.938,779.248,583.915,715.498,553.379,658.123,592.043,689.094,644.743,753.49,638.332,804.212
labeled-data,e3v816b-20220314T190936-191503_cropped,img2696.png,,,,,,,,,,,,,,,569.394,363.344,535.56,442.71,587.779,391.3,590.097,329.151,616.293,375.366,593.585,474.733,546.899,494.266
labeled-data,e3v816b-20220314T190936-191503_cropped,img2875.png,,,,,,,,,,,,,,,373.069,760.672,453.889,710.5,377.824,731.214,338.272,761.524,351.12,731.817,418.368,649.29,475.006,664.121
labeled-data,e3v816b-20220314T190936-191503_cropped,img2933.png,262.46254286838706,704.5407601056952,314.0732698037893,742.7709282059932,291.1351689436105,702.6292517006804,250.99349243829766,651.0185247652781,287.3121521335807,673.9566256254568,356.1264547141171,677.7796424354867,392.4451144094001,737.0364029909485,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img3155.png,,,,,,,,,,,,,,,457.746,489.994,405.89,512.244,449.637,518.085,496.145,488.766,476.046,534.5,444.2,569.31,407.939,584.664
labeled-data,e3v816b-20220314T190936-191503_cropped,img3193.png,,,,,,,,,,,,,,,753.894,394.221,677.399,428.791,746.617,418.893,811.509,389.464,775.04,430.137,725.369,474.294,671.647,477.254
labeled-data,e3v816b-20220314T190936-191503_cropped,img3570.png,,,,,,,,,,,,,,,902.903,381.739,811.993,395.257,894.317,408.416,955.847,378.066,916.74,425.959,843.078,466.035,790.323,456.274
labeled-data,e3v816b-20220314T190936-191503_cropped,img3734.png,,,,,,,,,,,,,,,935.575,333.497,965.732,348.223,949.476,312.999,883.7,321.592,935.992,289.957,965.547,270.864,992.9,342.22
labeled-data,e3v816b-20220314T190936-191503_cropped,img3856.png,575.9499212908304,324.1505875077304,627.5606482262326,335.6196379378198,591.2419885309494,297.3894698375219,526.2507027604429,312.681537077641,566.3923792657556,284.00891100241756,640.9412070613369,270.6283521673133,679.1713751616348,316.5045538876708,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img3961.png,,,,,,,,,,,,,,,471.456,283.4,557.156,306.165,490.86,266.137,433.543,265.309,481.497,237.01,566.248,240.374,610.11,273.345
labeled-data,e3v816b-20220314T190936-191503_cropped,img4006.png,407.7371816495193,253.42477652217917,445.9673497498173,272.53986057232817,424.94075729465334,230.48667566200038,373.3300303592511,213.28310001686634,421.11774048462354,194.16801596671735,459.3479085849215,207.5485748018216,491.84355147017476,238.13270928205998,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img4170.png,,,,,,,,,,,,,,,213.554,493.089,277.124,521.45,235.979,483.912,202.757,474.019,219.465,459.497,298.052,452.881,323.929,506.525
labeled-data,e3v816b-20220314T190936-191503_cropped,img4172.png,214.48290187411177,496.5113587781095,273.5608738302327,527.160832950834,235.36007993379363,475.18998544056217,,,,,288.21931799979654,444.9847065457033,326.86430717410127,510.7256076698078,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img4244.png,449.7903665598471,413.9914825434307,377.1530471692809,423.54902456850516,440.23282453477253,440.7526002136392,501.4010934952493,410.1684657334009,472.7284674200259,459.8676842637882,377.1530471692809,492.36332714904154,321.7193034238489,467.5137178838478,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T190936-191503_cropped,img4300.png,,,,,,,,,,,,,,,497.95,423.811,457.699,430.588,494.368,444.767,546.069,393.269,527.491,460.813,490.511,485.612,436.297,484.908
labeled-data,e3v816b-20220314T190936-191503_cropped,img4315.png,671.5253415415752,377.6728228481476,595.0650053409793,391.0533816832519,673.4368499465902,410.1684657334009,726.9590852870072,375.76131444313273,696.3749508067688,421.6375161634903,598.888022151009,465.60220947883295,543.454278405577,429.2835497835499,,,,,,,,,,,,,,
