scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220314T235522-000024_cropped,img0113.png,909.7224075586454,577.1336614435066,904.3562420244307,638.4612675488178,920.4547386270749,596.2985383514164,958.0178973665779,560.2685697645461,939.6196155349846,586.3328023593033,979.4825595034367,635.3948872435521,952.6517318323631,693.6561130435978,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img0206.png,928.0706708526191,576.7144700611209,915.0707945350856,637.6086275485148,946.544179303851,591.0827544120791,945.1757712704264,558.240961609889,965.0176877550829,581.503898178107,978.0175640726163,634.8718114816656,948.5967913539878,695.7659689690596,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img0466.png,908.6099760096408,631.1446548783751,911.1175299975916,690.6990620922068,929.9241849072228,639.2942053392153,908.6099760096408,587.8893485862238,941.835066349989,626.7564353994612,978.1945991752757,662.4890797277602,953.7459477927553,733.3274798873704,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img0521.png,,,,,,,,,,,,,,,905.09,623.523,912.022,704.909,933.098,643.929,905.316,581.31,947.734,616.645,974.654,676.575,961.644,730.55
labeled-data,e3v816b-20220314T235522-000024_cropped,img0738.png,905.3067142435734,644.867208255236,908.4447389484948,695.5986076514637,924.1348624731013,648.5282370776442,902.1686895386522,594.6588129764955,944.0090189376028,632.3151094355509,973.2972495168681,660.5573317798426,964.929183637078,724.886838230729,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img1622.png,,,,,,,,,,,,,,,907.558,682.335,924.712,735.042,940.108,681.319,907.577,633.418,949.682,656.814,984.8510336200596,703.9974579749255,975.203,743.645
labeled-data,e3v816b-20220314T235522-000024_cropped,img1906.png,912.4474811083909,682.4565530228133,916.9395849668056,718.393383890131,935.6566843768669,683.2052369992157,901.217221462354,639.0328823914708,946.1382600465013,668.2315574711665,982.0750909138192,682.4565530228133,971.5935152441848,746.8433749934243,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img2430.png,,,,,,,,,,,,,,,916.762,691.353,929.722,750.837,941.309,687.2,897.4838296000621,669.2751632592132,944.23,666.143,988.637,700.003,984.648,754.927
labeled-data,e3v816b-20220314T235522-000024_cropped,img2488.png,908.5523837634225,708.3637769157251,937.225009838646,754.2399786360826,937.225009838646,700.7177432956655,895.1718249283183,670.1336088154271,948.6940602687355,673.9566256254568,981.1897031539886,700.7177432956655,985.0127199640185,767.6205374711869,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img2930.png,,,,,,,,,,,,,,,949.591,757.589,970.34,789.516,977.199,752.814,941.856,714.694,985.146,730.639,1004.427,755.405,1002.56,779.413
labeled-data,e3v816b-20220314T235522-000024_cropped,img2931.png,,,,,,,,,,,,,,,950.717,751.891,966.415,787.884,977.439,750.099,947.295,696.557,988.588,726.961,1012.86,749.457,1003.514,780.255
labeled-data,e3v816b-20220314T235522-000024_cropped,img2955.png,942.9595350536908,735.1248945859336,927.6674678135716,759.9745038511273,975.455177938944,740.8594198009782,963.9861275088547,675.8681340304718,994.5702619890931,723.6558441558443,1004.1278040141674,740.8594198009782,994.5702619890931,775.2665710912465,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img3115.png,,,,,,,,,,,,,,,909.834,755.808,954.685,793.273,932.581,742.536,889.504,706.829,929.0142551111801,722.0323336591509,995.354,731.2,994.212,775.779
labeled-data,e3v816b-20220314T235522-000024_cropped,img3214.png,891.3488081182884,721.7443357508294,937.225009838646,784.824113116321,925.7559594085567,740.8594198009782,891.3488081182884,687.3371844605612,933.4019930286163,716.0098105357847,985.0127199640185,714.0983021307698,998.3932787991228,779.0895879012762,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img3287.png,,,,,,,,,,,,,,,910.876,725.398,944.58,789.467,936.486,732.938,929.812,681.297,954.812,720.557,992.383,738.635,999.12,784.653
labeled-data,e3v816b-20220314T235522-000024_cropped,img3311.png,,,,,,,,,,,,,,,909.864,728.992,942.592,786.614,932.398,730.788,925.079,684.103,946.037,715.029,994.047,740.577,997.201,787.479
labeled-data,e3v816b-20220314T235522-000024_cropped,img3484.png,896.5131065250712,729.0186424032752,938.9839066409922,783.7406348603273,919.3819988951825,728.2018962471998,,,922.6489835194841,709.4167346574654,996.972883722346,725.7516577789736,1005.1403452831,787.0076194846289,,,,,,,,,,,,,,
labeled-data,e3v816b-20220314T235522-000024_cropped,img3557.png,,,,,,,,,,,,,,,908.705,727.402,946.367,781.003,929.783,728.203,919.184,690.347,942.612,707.316,998.708,738.3,998.586,787.085
labeled-data,e3v816b-20220314T235522-000024_cropped,img3563.png,,,,,,,,,,,,,,,908.868,730.02,945.019,782.964,929.789,728.991,920.719,689.815,943.339,707.715,999.793,740.555,999.783,791.539
labeled-data,e3v816b-20220314T235522-000024_cropped,img3679.png,,,,,,,,,,,,,,,914.1463479406002,742.9163683853211,949.623,785.243,939.888,730.971,924.378,697.026,950.571,710.948,1001.573,739.324,1001.274,786.202
labeled-data,e3v816b-20220314T235522-000024_cropped,img3690.png,,,,,,,,,,,,,,,913.060631614679,733.0229571556523,945.973,784.399,935.782,731.535,923.303,693.074,948.7139357334785,710.888035703623,1002.181,739.033,1002.792,786.578
labeled-data,e3v816b-20220314T235522-000024_cropped,img3880.png,,,,,,,,,,,,,,,907.061,719.837,944.337,781.574,932.665,720.107,926.007,685.009,944.632,705.711,999.889,741.697,999.314,786.942
labeled-data,e3v816b-20220314T235522-000024_cropped,img3936.png,926.8685306641407,731.7210691582894,940.0940868405899,781.5712424387514,950.7762668292602,730.1950434456222,928.3945563768079,693.0617511040537,959.9324211052634,708.8306834682814,1002.1524658223893,729.6863682080665,1010.7999448608368,785.6406443391973,,,,,,,,,,,,,,
