scorer,,,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,lefthip,lefthip,lefthip,righthip,righthip,righthip,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,e3v816b-20220309T200524-201042_cropped,img5992.png,944.022,910.29,1.0,980.717,931.919,1.0,959.2,887.594,1.0,982.736,893.868,1.0,1036.64,900.271,0.7689999938011169,1004.094,833.629,1.0,1037.541,837.833,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6890.png,943.244,911.055,1.0,979.929,934.483,1.0,960.481,887.379,1.0,988.292,894.525,1.0,1028.187,904.857,0.8690000176429749,1002.818,833.453,1.0,1040.374,839.653,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img7356.png,945.112,907.186,1.0,977.266,934.198,1.0,959.29,887.945,1.0,988.858,894.12,1.0,1044.831,893.507,0.8489999771118164,1005.154,834.331,1.0,1036.728,835.793,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img7271.png,943.354,914.169,1.0,976.242,933.759,1.0,959.775,888.478,1.0,985.466,896.496,1.0,1023.552,918.417,0.9990000128746033,1004.64,833.025,1.0,1044.275,841.362,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6000.png,944.518,911.757,1.0,982.303,933.108,1.0,959.428,888.267,1.0,982.457,895.152,1.0,1043.469,898.695,0.9589999914169312,1004.632,832.088,1.0,1038.539,838.5,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6512.png,943.321,912.059,1.0,979.699,932.27,1.0,960.307,887.685,1.0,987.865,893.316,1.0,1037.299,900.743,0.9760000109672546,1004.905,832.294,1.0,1040.869,840.736,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img7243.png,942.651,911.986,1.0,979.973,935.453,1.0,958.824,888.692,1.0,987.248,894.784,1.0,1022.377,918.806,0.9610000252723694,1004.276,831.599,1.0,1038.214,838.561,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img8863.png,944.86,907.391,1.0,973.847,930.187,1.0,958.809,887.007,1.0,986.711,893.924,1.0,1044.861,893.445,1.0,1003.878,833.022,1.0,1048.635,849.933,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img8333.png,943.033,912.875,1.0,975.688,932.135,1.0,959.13,886.597,1.0,986.523,893.828,1.0,1051.302,886.842,0.9649999737739563,1003.802,831.839,1.0,1040.705,837.388,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5074.png,957.666,909.246,1.0,993.061,926.667,1.0,966.815,885.186,1.0,993.449,896.294,1.0,1037.161,906.005,0.9470000267028809,1007.909,829.186,1.0,1044.307,835.561,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img4813.png,943.459,901.068,1.0,978.879,916.637,1.0,954.785,869.989,1.0,982.099,885.258,1.0,1036.339,891.042,1.0,1014.337,827.305,0.996999979019165,1049.88,848.946,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6740.png,943.359,913.763,1.0,978.688,932.849,1.0,959.772,888.101,1.0,987.692,895.457,1.0,1044.198,898.918,0.890999972820282,1001.907,834.3,1.0,1037.791,835.53,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6309.png,943.893,911.48,1.0,979.674,933.795,1.0,959.249,889.009,1.0,982.923,894.816,1.0,1023.843,915.429,0.9959999918937683,1005.273,834.178,1.0,1037.731,834.68,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5291.png,946.022,911.798,1.0,982.699,929.598,1.0,957.507,883.404,1.0,985.684,895.162,1.0,1028.545,915.517,0.9679999947547913,1005.862,831.737,1.0,1046.729,843.307,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img4241.png,964.127,923.906,1.0,992.58,925.482,1.0,971.955,906.2,0.9100000262260437,991.411,894.368,1.0,1040.561,905.794,1.0,1012.121,833.037,1.0,1051.28,844.925,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6352.png,943.883,911.113,1.0,980.452,933.453,1.0,959.088,888.127,1.0,988.591,895.772,1.0,1026.44,906.38,0.9010000228881836,1003.974,832.937,1.0,1036.679,836.594,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img1355.png,942.761,906.633,1.0,970.658,924.286,1.0,956.742,873.733,1.0,978.551,894.106,1.0,1032.363,925.817,1.0,1030.46,852.435,0.996999979019165,1058.019,875.728,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img8425.png,942.116,912.035,1.0,974.055,932.143,1.0,960.808,887.669,1.0,985.466,894.845,1.0,1023.45,916.912,1.0,1005.768,833.337,1.0,1038.561,836.1,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5387.png,945.689,910.412,1.0,981.596,931.087,1.0,960.836,884.473,1.0,983.325,893.48,1.0,1027.064,915.245,0.9980000257492065,1004.546,832.761,1.0,1039.701,837.187,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img8398.png,941.838,912.515,1.0,974.931,933.546,1.0,959.575,886.517,1.0,985.31,898.119,1.0,1023.418,917.84,1.0,1002.189,835.615,1.0,1037.892,837.099,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5875.png,943.255,912.273,1.0,978.371,932.994,1.0,958.854,888.704,1.0,987.972,896.978,1.0,1026.697,915.471,0.9950000047683716,1004.86,832.02,1.0,1041.525,840.378,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6192.png,943.018,911.894,1.0,979.666,933.056,1.0,960.024,885.29,1.0,987.913,893.609,1.0,1022.404,917.735,0.9890000224113464,1005.324,833.746,1.0,1046.715,841.144,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5341.png,948.961,914.288,1.0,981.218,931.546,1.0,962.476,886.049,1.0,983.683,894.872,1.0,1022.294,916.954,1.0,1003.726,832.597,1.0,1038.206,834.445,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img7645.png,942.526,913.693,1.0,976.069,934.418,1.0,958.405,889.211,1.0,986.417,895.967,1.0,1045.577,893.696,0.9359999895095825,1002.028,833.071,1.0,1041.098,841.543,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5546.png,946.433,910.115,1.0,982.883,932.227,1.0,960.836,884.142,1.0,982.426,896.247,1.0,1028.031,906.686,0.953000009059906,1004.047,832.794,1.0,1044.047,841.417,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6531.png,944.451,909.312,1.0,978.125,933.443,1.0,959.346,889.62,1.0,988.365,892.974,1.0,1023.229,917.288,0.9409999847412109,1004.23,831.867,1.0,1038.958,838.008,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img6722.png,944.528,908.964,1.0,977.403,934.221,1.0,958.496,888.116,1.0,982.515,895.406,1.0,1044.437,893.039,1.0,1004.715,831.677,1.0,1038.429,838.565,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img5774.png,943.816,910.178,1.0,978.174,932.506,1.0,959.215,886.617,1.0,988.142,896.968,1.0,1024.271,916.52,1.0,1007.126,832.703,1.0,1039.836,839.265,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img1563.png,942.928,906.73,1.0,968.57,922.136,1.0,957.258,874.18,1.0,977.06,894.853,1.0,1032.722,922.696,1.0,1031.502,851.346,0.9990000128746033,1058.0,882.732,1.0
labeled-data,e3v816b-20220309T200524-201042_cropped,img8550.png,942.712,913.29,1.0,976.276,933.698,1.0,959.808,887.429,1.0,985.144,895.338,1.0,1022.459,915.322,1.0,1005.015,833.206,1.0,1041.613,840.778,1.0
