scorer,,,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,BTeubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail,leftear,leftear,lefthip,lefthip,neck,neck,nose,nose,rightear,rightear,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v816b-20220309T192017-192534_cropped,img0034.png,,,,,,,,,,,,,,,960.853,909.812,1017.228,938.507,984.108,890.195,944.872,876.926,979.549,862.489,1035.616,869.093,1053.788,898.093
labeled-data,e3v816b-20220309T192017-192534_cropped,img0043.png,958.3909577397283,913.3165886110942,987.6003794793724,934.412282089726,976.7820751313559,891.1390646976607,934.5906881740923,876.5343538278387,969.2092620877445,865.1751342624215,1015.7279707842147,858.1432364362108,1047.641968610863,928.462214698317,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img0219.png,,,,,,,,,,,,,,,960.902,911.702,1009.822,939.565,983.141,889.427,944.687,874.288,975.144,863.393,1035.414,866.626,1052.474,908.556
labeled-data,e3v816b-20220309T192017-192534_cropped,img0230.png,,,,,,,,,,,,,,,960.664,909.884,1026.357,939.402,983.788,890.979,942.426,878.983,978.396,862.05,1029.21,860.832,1052.9550609836363,896.992182950908
labeled-data,e3v816b-20220309T192017-192534_cropped,img0241.png,,,,,,,,,,,,,,,960.588,909.689,1014.114,939.002,982.815,888.962,942.705,877.231,980.082,862.508,1046.39,875.777,1054.348,913.755
labeled-data,e3v816b-20220309T192017-192534_cropped,img0322.png,958.931872957129,897.6300473064705,1004.3687512187976,943.6078407855399,983.8139729575666,883.0253364366484,948.1135686091127,848.947677740397,995.7141077403846,860.847812523215,1036.2827490454458,865.1751342624215,1053.592036002272,892.2208951324624,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img0509.png,959.4727881745298,895.4663864368672,995.7141077403846,938.1986886115317,989.2231251315748,890.0572342628591,932.427027304489,850.5704233925994,990.3049555663764,859.7659820884134,1037.3645794802474,864.0933038276198,1049.2647142630653,915.4802494806975,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img0742.png,955.6863816527241,900.8755386108754,987.0594642619715,939.8214342637342,983.2730577401658,890.0572342628591,931.3451968696875,869.502456001628,982.7321425227649,860.847812523215,1021.1371229582229,858.1432364362108,1050.346544697867,911.6938429588918,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img0761.png,956.227296870125,900.8755386108754,995.1731925229838,943.6078407855399,978.9457360009592,888.4344886106566,932.427027304489,867.3387951320248,983.8139729575666,860.3068973058141,1027.6281055670327,864.0933038276198,1051.4283751326686,894.9254712194664,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img1156.png,976.2411599139552,910.6120125240901,1001.1232599143927,934.412282089726,993.0095316533805,887.3526581758549,932.427027304489,870.0433712190288,983.8139729575666,861.9296429580165,1030.3326816540368,854.897745131806,1057.3784425240776,909.5301820892885,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img1341.png,971.3729229573478,906.8256060022843,1007.0733273058017,934.412282089726,991.9277012185788,885.7299125236525,939.4589251306996,877.0752690452395,982.7321425227649,857.0614060014093,1035.200918610644,854.897745131806,1059.00118817628,891.6799799150615,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img1431.png,971.3729229573478,904.1210299152802,1002.2050903491943,931.7077060027219,990.8458707837772,885.7299125236525,942.7044164351046,878.1570994800411,985.4367186097691,858.1432364362108,1037.9054946976482,858.1432364362108,1055.7556968718752,900.3346233934745,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img2199.png,969.7501773051454,906.8256060022843,1000.5823446969919,934.412282089726,986.5185490445706,890.0572342628591,942.1635012177037,882.4844212192477,978.9457360009592,858.1432364362108,1034.1190881758425,859.7659820884134,1057.9193577414785,913.3165886110942,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img2642.png,969.7501773051454,916.0211646980982,1000.0414294795911,935.4941125245276,985.4367186097691,890.0572342628591,935.6725186088939,890.0572342628591,978.4048207835584,864.0933038276198,1031.4145120888384,856.5204907840084,1057.9193577414785,908.4483516544868,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img2728.png,,,,,,,,,,,,,,,969.556,912.455,1016.273,936.962,991.154,887.965,944.277,887.545,978.869,861.203,1036.359,861.233,1060.014,904.362
labeled-data,e3v816b-20220309T192017-192534_cropped,img2819.png,970.2910925225463,915.4802494806975,1002.2050903491943,937.6577733941309,982.7321425227649,889.5163190454582,938.9180099132989,882.4844212192477,976.7820751313559,862.4705581754174,1034.1190881758425,856.5204907840084,1052.5102055674702,906.8256060022843,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img2877.png,,,,,,,,,,,,,,,970.322,913.746,1014.966,934.386,990.849,887.093,945.314,888.575,979.462,859.017,1036.483,860.575,1060.057,906.806
labeled-data,e3v816b-20220309T192017-192534_cropped,img2939.png,969.7501773051454,914.3984190458958,1007.0733273058017,937.6577733941309,987.6003794793724,890.0572342628591,945.9499077395094,886.2708277410534,976.7820751313559,865.1751342624215,1030.3326816540368,858.6841516536117,1051.9692903500695,899.2527929586729,,,,,,,,,,,,,,
labeled-data,e3v816b-20220309T192017-192534_cropped,img3320.png,,,,,,,,,,,,,,,968.75,912.743,1015.78,937.277,991.118,888.319,940.85,884.984,980.514,861.27,1035.568,858.811,1060.009,906.233
labeled-data,e3v816b-20220309T192017-192534_cropped,img3321.png,,,,,,,,,,,,,,,970.026,909.727,1016.381,934.624,989.678,885.903,943.072,885.565,979.961,857.915,1047.757,874.584,1060.979,907.402
labeled-data,e3v816b-20220309T192017-192534_cropped,img3351.png,,,,,,,,,,,,,,,969.66,912.143,1016.193,937.012,990.521,885.934,942.178,886.996,980.972,858.197,1050.64,874.221,1058.649,908.179
labeled-data,e3v816b-20220309T192017-192534_cropped,img3482.png,,,,,,,,,,,,,,,967.993,912.582,1017.81,936.947,989.933,886.661,942.99,889.743,980.313,858.861,1052.759,876.7,1058.843,908.825
