Observation id,DLC3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,,,,,,,
,,,,,,,,
Observation date,2021-06-15 13:41:51,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
31.050,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
34.775,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
41.675,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
43.250,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
61.425,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
62.225,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
63.254,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
64.875,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
119.700,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
121.025,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
121.800,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
124.725,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
125.000,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
126.075,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
173.300,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
173.800,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
174.325,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
174.825,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
175.100,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,START
180.425,/home/bteubner/videos/new_wm_videos/DLC3/e3v813a-20210610T122332-122642_reencode.avi,190.000,30.0,adult,interact,,,STOP
