scorer,,,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,lefthip,lefthip,lefthip,righthip,righthip,righthip,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,e3v816b-20220314T185935-190456_cropped,img0326.png,671.479,279.56,1.0,702.644,306.139,1.0,718.735,263.977,1.0,727.939,288.386,1.0,781.401,332.309,1.0,818.476,283.424,1.0,826.016,343.314,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img8993.png,826.571,150.215,0.9980000257492065,851.398,188.923,1.0,862.327,144.039,1.0,864.395,174.565,1.0,883.852,235.716,0.9990000128746033,934.279,196.773,1.0,937.118,204.022,0.9919999837875366
labeled-data,e3v816b-20220314T185935-190456_cropped,img4834.png,869.933,243.89,0.8930000066757202,874.891,234.382,1.0,860.835,267.137,1.0,890.336,259.08,1.0,916.103,302.751,1.0,916.176,218.0,0.9470000267028809,954.06,224.058,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img2160.png,353.737,199.552,1.0,402.307,212.963,1.0,397.896,171.021,1.0,418.1,188.963,1.0,481.162,224.057,1.0,503.887,166.261,1.0,536.038,200.767,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img5481.png,325.905,582.719,1.0,366.155,576.495,1.0,335.677,548.278,1.0,359.75,541.633,1.0,418.789,504.402,1.0,357.355,460.297,1.0,400.021,426.476,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1594.png,978.133,503.211,1.0,952.229,534.162,1.0,994.453,552.36,1.0,960.375,573.63,1.0,901.328,618.904,1.0,960.371,648.598,1.0,913.126,666.639,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img4343.png,940.441,553.123,0.9990000128746033,925.399,548.116,1.0,927.607,587.682,1.0,908.182,567.37,1.0,851.321,529.175,1.0,892.814,603.361,0.9950000047683716,854.554,630.293,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img2607.png,754.56,641.186,1.0,727.755,613.875,1.0,706.364,649.021,1.0,703.417,620.087,1.0,670.766,563.057,1.0,606.228,594.669,1.0,605.234,544.568,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img3426.png,912.992,708.866,1.0,910.724,760.128,1.0,949.718,752.906,1.0,929.898,779.321,1.0,885.953,802.061,0.9990000128746033,951.672,830.543,0.9919999837875366,857.944,801.041,0.8889999985694885
labeled-data,e3v816b-20220314T185935-190456_cropped,img4608.png,891.11,361.363,1.0,881.487,405.456,1.0,926.063,408.694,1.0,896.572,432.243,1.0,865.797,512.24,1.0,933.938,508.008,1.0,910.581,556.951,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img6130.png,837.212,303.654,1.0,860.984,314.724,1.0,840.477,284.569,1.0,868.419,280.379,1.0,915.108,211.691,0.9980000257492065,851.275,243.225,1.0,853.664,209.272,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img8423.png,917.437,120.189,0.9990000128746033,897.212,113.332,1.0,928.505,136.021,1.0,901.465,151.525,1.0,858.165,146.111,0.8930000066757202,930.893,209.895,0.6290000081062317,893.592,221.128,0.4259999990463257
labeled-data,e3v816b-20220314T185935-190456_cropped,img1139.png,531.051,345.68,1.0,494.734,359.072,1.0,538.492,383.915,1.0,501.715,386.764,1.0,450.247,424.084,1.0,508.297,465.718,1.0,454.326,484.08,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img5934.png,765.478,261.111,1.0,716.665,271.281,1.0,738.336,314.916,1.0,712.465,301.603,1.0,632.801,299.775,1.0,645.473,362.698,1.0,588.729,341.168,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img0957.png,420.633,441.274,0.9120000004768372,403.76,455.88,1.0,431.581,495.067,1.0,398.143,482.684,1.0,355.291,444.212,1.0,378.9,523.125,0.9950000047683716,324.413,439.495,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img5915.png,614.33,313.004,1.0,578.596,342.406,1.0,614.7,373.543,1.0,580.399,371.127,1.0,502.397,383.674,1.0,530.836,451.569,1.0,471.323,449.007,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1244.png,275.936,584.404,1.0,314.313,573.625,1.0,282.198,546.179,1.0,305.486,539.595,1.0,364.99,502.826,1.0,295.568,465.576,1.0,344.305,430.014,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1663.png,1018.45,115.846,1.0,976.121,141.507,1.0,1012.182,175.038,1.0,981.765,174.233,1.0,932.258,193.451,1.0,981.605,242.71,1.0,918.475,259.784,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img5054.png,904.957,193.588,1.0,879.096,246.054,1.0,898.697,243.204,0.9760000109672546,904.829,241.839,0.9940000176429749,835.598,300.889,1.0,901.048,269.532,0.9940000176429749,900.125,292.031,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img0995.png,481.951,440.599,1.0,446.547,439.4,1.0,467.789,475.937,1.0,437.248,466.039,1.0,392.045,431.976,1.0,354.545,492.061,1.0,342.417,440.471,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img5789.png,390.895,638.067,1.0,357.204,587.472,1.0,404.91,593.724,1.0,379.963,572.175,1.0,427.9,555.134,1.0,372.307,515.454,1.0,441.871,525.444,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1334.png,458.615,785.645,1.0,480.397,762.373,1.0,434.479,765.645,1.0,450.5,740.386,1.0,458.561,668.048,1.0,395.708,675.787,1.0,406.062,623.328,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1493.png,909.325,613.67,1.0,903.013,662.639,1.0,948.108,664.781,1.0,921.39,683.629,1.0,883.007,735.41,1.0,921.681,774.482,1.0,874.694,783.358,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img2784.png,808.959,245.327,1.0,805.24,280.962,1.0,843.507,266.611,1.0,828.144,291.747,1.0,838.109,364.805,1.0,898.698,340.369,1.0,890.141,396.36,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1887.png,587.027,150.806,1.0,615.948,178.867,1.0,636.898,148.503,1.0,638.169,169.356,1.0,658.354,222.327,1.0,713.731,182.024,1.0,713.951,234.671,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img2610.png,798.061,656.09,1.0,766.401,631.541,1.0,752.388,668.708,1.0,742.949,640.458,1.0,682.058,578.905,1.0,647.817,633.537,1.0,626.945,593.588,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img1454.png,917.402,742.499,1.0,881.306,760.975,1.0,909.337,799.431,1.0,878.597,793.424,1.0,816.382,773.339,1.0,803.806,843.294,1.0,756.8,811.411,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img0173.png,719.397,661.806,1.0,684.685,657.848,1.0,678.095,701.752,1.0,665.871,672.954,1.0,620.276,625.069,1.0,564.47,666.349,1.0,564.834,610.706,1.0
labeled-data,e3v816b-20220314T185935-190456_cropped,img8712.png,861.04,245.713,0.9449999928474426,882.579,229.133,0.996999979019165,914.444,159.533,1.0,888.785,162.453,0.9909999966621399,828.621,164.247,1.0,905.16,193.98,0.9980000257492065,851.857,227.485,0.0430000014603138
labeled-data,e3v816b-20220314T185935-190456_cropped,img1826.png,692.624,211.917,1.0,735.464,236.473,1.0,741.311,189.62,1.0,757.101,216.427,1.0,818.212,243.714,1.0,818.066,177.292,1.0,859.006,205.476,1.0
