scorer,,,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner,Bteubner
bodyparts,,,nose,nose,leftear,leftear,rightear,rightear,neck,neck,lefthip,lefthip,righthip,righthip,tail,tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,e3v813a-20220210T225410-232240_cropped,img0202.png,931.9247961340986,694.8131435161034,967.6184893330772,656.3737816095111,918.19645259603,648.1367754866699,948.398808379781,630.2899288871806,988.2110046401801,574.0037203810989,919.5692869498369,560.2753768430302,960.7543175640428,521.8360149364379
labeled-data,e3v813a-20220210T225410-232240_cropped,img0450.png,735.6094835397162,733.2525054226958,779.5401828615361,751.099352022185,765.8118393234674,700.304480931331,789.1500233381842,718.1513275308203,838.5720600752315,734.6253397765026,816.6067104143215,664.6107877323523,857.7917410285277,685.2033030394554
labeled-data,e3v813a-20220210T225410-232240_cropped,img1169.png,776.7945141539224,648.1367754866699,774.0488454463086,686.5761373932622,808.3697042914803,664.6107877323523,802.8783668762528,689.321806100876,823.4708821833558,746.9808489607644,844.063397490459,679.7119656242279,864.655912797562,704.4229839927516
labeled-data,e3v813a-20220210T225410-232240_cropped,img3594.png,890.7397655198924,594.596235688202,850.9275692594933,597.3419043958157,879.7570906894375,637.154100656215,857.7917410285277,633.0355975947944,783.6586859229567,675.5934625628072,853.6732379671071,694.8131435161034,813.8610417067077,741.489511545537
labeled-data,e3v813a-20220210T225410-232240_cropped,img4023.png,982.7196672249527,453.1942972460944,962.1271519178497,462.80413772274244,997.8208451168284,476.5324812608112,967.6184893330772,495.75216221410733,915.4507838884163,541.055695889734,971.7369923944977,579.4950577963264,918.19645259603,608.3245792262707
labeled-data,e3v813a-20220210T225410-232240_cropped,img4793.png,953.8901457950085,664.6107877323523,977.2283298097252,648.1367754866699,930.5519617802918,646.763941132863,948.398808379781,620.6800884105324,960.7543175640428,560.2753768430302,896.2311029351199,564.3938799044508,915.4507838884163,495.75216221410733
labeled-data,e3v813a-20220210T225410-232240_cropped,img5132.png,948.398808379781,635.7812663024081,949.7716427335879,594.596235688202,914.0779495346094,608.3245792262707,929.1791274264849,579.4950577963264,970.3641580406909,545.1741989511546,894.858268581313,534.1915241206997,934.6704648417124,472.4139781993905
labeled-data,e3v813a-20220210T225410-232240_cropped,img6099.png,510.46464951538957,348.85888635677225,537.9213365915268,377.68840778671654,553.0225144834026,333.7577084648967,562.6323549600506,358.4687268334204,672.4591032646001,391.4167513247852,708.1527964635789,333.7577084648967,727.372477416875,377.68840778671654
labeled-data,e3v813a-20220210T225410-232240_cropped,img6202.png,345.7245270585651,587.7320639191676,363.5713736580545,563.021045550644,326.504846105269,541.055695889734,352.58869882759956,534.1915241206997,415.7390791027155,498.49783092172106,363.5713736580545,454.56713159990124,428.0945882869774,428.4832788775707
labeled-data,e3v813a-20220210T225410-232240_cropped,img6258.png,185.10290766316137,785.4202108673569,212.5595947392988,786.7930452211638,187.8485763707751,753.8450207297988,209.81392603168507,756.5906894374125,281.2013124296423,729.1340023612752,220.79660086214,679.7119656242279,261.9816314763461,650.8824441942836
labeled-data,e3v813a-20220210T225410-232240_cropped,img6313.png,179.6115702479339,810.1312292358805,218.05093215452627,775.8103703907087,172.74739847889958,751.099352022185,204.3225886164576,746.9808489607644,256.4902940611186,723.6426649460477,193.33991378600268,690.6946404546828,249.6261222920843,664.6107877323523
labeled-data,e3v813a-20220210T225410-232240_cropped,img6471.png,249.6261222920843,946.0418302627606,242.76195052304996,903.4839652947476,204.3225886164576,921.330811894237,218.05093215452627,893.8741248180995,245.5076192306637,844.4520880810522,178.23873589412705,844.4520880810522,211.18676038549194,808.7583948820736
labeled-data,e3v813a-20220210T225410-232240_cropped,img6718.png,1014.2948573625108,930.940652370885,981.3468328711458,893.8741248180995,966.2456549792703,932.3134867246919,959.381483210236,907.6024683561682,929.1791274264849,849.9434254962797,879.7570906894375,893.8741248180995,872.8929189204032,838.9607506658248
labeled-data,e3v813a-20220210T225410-232240_cropped,img6947.png,603.8173855742568,795.030051344005,613.4272260509049,833.4694132505972,643.6295818346559,808.7583948820736,640.8839131270422,830.7237445429835,683.4417780950553,902.1111309409407,716.38980258642,852.6890942038934,749.3378270777848,910.348137063782
labeled-data,e3v813a-20220210T225410-232240_cropped,img7495.png,338.8603552895308,444.9572911232532,344.35169270475825,410.63643227808143,312.77650256720034,440.8387880618326,318.2678399824278,409.26359792427456,259.23596276873235,376.3155734329097,271.59147195299425,450.44862853848065,219.42376650833313,438.09311935421886
