scorer,,,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000,DLC_dlcrnetms5_Overnight Videos MultiCamera 813aJun14shuffle1_75000
individuals,,,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1,ind1
bodyparts,,,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,neck,neck,neck,lefthip,lefthip,lefthip,righthip,righthip,righthip,tail,tail,tail
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,e3v816b-20220309T181508-182009_cropped,img7404.png,1009.824,821.29,1.0,1001.861,866.519,1.0,1044.006,869.649,1.0,1017.151,879.859,1.0,958.614,849.408,1.0,985.087,923.304,0.9980000257492065,917.301,876.87,0.9959999918937683
labeled-data,e3v816b-20220309T181508-182009_cropped,img7654.png,1036.686,915.431,0.8220000267028809,1024.7,895.751,1.0,1034.708,914.724,0.9879999756813049,1005.558,909.761,1.0,964.817,850.672,1.0,935.114,923.4,1.0,925.359,883.423,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7402.png,1005.267,819.649,1.0,1001.314,866.789,1.0,1043.14,867.835,1.0,1017.043,882.162,1.0,958.224,850.538,1.0,938.58,916.052,0.9399999976158142,916.357,876.984,0.9599999785423279
labeled-data,e3v816b-20220309T181508-182009_cropped,img7403.png,1010.135,821.653,1.0,1001.901,865.912,1.0,1044.832,868.206,1.0,1018.09,880.981,1.0,956.079,851.664,1.0,982.757,923.893,0.9980000257492065,937.501,915.694,0.9990000128746033
labeled-data,e3v816b-20220309T181508-182009_cropped,img7356.png,1019.68,839.797,1.0,1001.727,879.503,1.0,1040.767,887.503,1.0,1016.073,900.588,1.0,963.416,847.088,1.0,979.53,929.901,0.9919999837875366,922.06,876.438,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7389.png,1010.157,837.469,1.0,998.844,882.192,1.0,1040.812,871.468,1.0,1019.229,891.533,1.0,954.319,847.713,1.0,980.318,923.525,0.7070000171661377,938.024,906.955,0.996999979019165
labeled-data,e3v816b-20220309T181508-182009_cropped,img8681.png,1021.178,858.303,1.0,1026.198,891.694,1.0,1037.727,903.533,0.9980000257492065,1012.584,910.792,1.0,960.654,851.926,1.0,937.751,921.339,1.0,933.129,902.023,0.7789999842643738
labeled-data,e3v816b-20220309T181508-182009_cropped,img7336.png,1024.484,839.892,1.0,1004.142,878.121,1.0,1039.776,890.115,1.0,1014.064,902.277,1.0,962.786,846.856,1.0,969.656,930.718,0.9760000109672546,921.84,881.613,0.9520000219345093
labeled-data,e3v816b-20220309T181508-182009_cropped,img7639.png,1037.093,907.645,0.2709999978542328,1024.587,895.116,1.0,1034.476,914.293,0.9980000257492065,1005.998,910.902,1.0,962.535,849.109,1.0,932.923,921.25,1.0,918.831,875.827,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7382.png,1017.696,838.242,1.0,1001.827,878.602,1.0,1042.021,878.206,1.0,1019.416,892.882,1.0,956.748,848.77,1.0,981.107,924.951,0.9990000128746033,935.878,904.813,0.996999979019165
labeled-data,e3v816b-20220309T181508-182009_cropped,img7397.png,1008.728,824.573,1.0,999.616,866.954,1.0,1043.954,868.396,1.0,1018.986,884.788,1.0,955.534,847.793,1.0,982.335,923.288,1.0,935.735,916.137,0.9950000047683716
labeled-data,e3v816b-20220309T181508-182009_cropped,img7650.png,1037.404,906.897,0.9539999961853027,1025.691,896.486,1.0,1028.088,924.056,0.9639999866485596,1005.075,908.149,1.0,966.021,850.883,1.0,934.117,923.48,1.0,918.336,876.69,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7372.png,1018.228,839.535,1.0,1001.922,877.781,1.0,1042.81,879.52,1.0,1020.063,895.894,1.0,962.068,846.083,1.0,935.682,916.349,1.0,918.322,881.081,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7406.png,1020.778,824.956,1.0,1002.935,857.995,1.0,1037.39,875.624,1.0,1011.029,883.121,1.0,961.122,848.753,1.0,983.875,923.087,0.9990000128746033,918.545,877.969,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7379.png,1020.583,838.561,1.0,1002.292,881.153,1.0,1042.797,880.308,1.0,1020.538,894.359,1.0,958.181,847.59,1.0,940.572,916.915,1.0,917.397,873.519,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7619.png,1020.477,868.457,0.9909999966621399,1024.716,892.876,1.0,1036.805,905.053,0.9990000128746033,1009.647,911.075,1.0,961.78,849.454,1.0,937.8,922.658,1.0,919.546,882.071,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7732.png,1036.866,915.293,0.640999972820282,1026.563,893.88,1.0,1034.839,914.941,0.9940000176429749,1007.14,909.947,1.0,962.831,849.833,1.0,939.909,922.903,1.0,923.774,876.51,0.8999999761581421
labeled-data,e3v816b-20220309T181508-182009_cropped,img7297.png,1027.731,868.231,0.5149999856948853,1028.653,878.609,1.0,1029.508,916.888,0.9890000224113464,1011.706,898.359,1.0,965.287,845.793,1.0,947.76,913.886,1.0,924.377,874.48,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7383.png,1018.202,838.314,1.0,1002.461,878.642,1.0,1041.835,875.538,1.0,1020.162,892.134,1.0,959.516,848.496,1.0,939.064,916.666,0.9950000047683716,918.979,877.07,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7410.png,1030.09,827.733,1.0,1003.803,854.335,1.0,1041.18,876.563,1.0,1009.577,880.58,1.0,962.281,847.791,1.0,942.18,922.506,0.9789999723434448,919.548,876.052,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7377.png,1018.022,837.671,1.0,1001.703,880.362,1.0,1039.765,876.746,1.0,1019.555,892.496,1.0,959.812,848.535,1.0,983.318,925.052,0.9990000128746033,935.86,917.699,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7407.png,1022.744,824.416,1.0,1004.709,860.135,1.0,1037.762,875.625,1.0,1014.506,878.889,1.0,964.199,847.939,1.0,940.35,915.59,0.9909999966621399,916.812,876.992,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7335.png,1021.343,841.183,1.0,1005.363,882.471,1.0,1039.936,886.654,1.0,1015.389,900.106,1.0,957.707,848.499,1.0,981.386,922.77,0.6480000019073486,937.111,915.283,0.9950000047683716
labeled-data,e3v816b-20220309T181508-182009_cropped,img7662.png,1020.684,858.427,0.9980000257492065,1024.898,893.32,1.0,1035.491,915.305,0.9990000128746033,1007.803,910.653,1.0,966.45,850.466,1.0,935.653,923.876,1.0,922.935,877.372,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7425.png,1034.875,868.181,0.9959999918937683,1018.121,878.624,1.0,1020.232,916.878,1.0,999.377,896.377,1.0,955.383,848.232,1.0,940.161,921.808,1.0,912.118,876.439,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7393.png,1007.007,834.308,1.0,1000.134,876.775,1.0,1042.666,869.485,1.0,1020.509,885.752,1.0,953.477,849.385,1.0,981.488,923.061,0.9869999885559082,935.171,903.771,0.9940000176429749
labeled-data,e3v816b-20220309T181508-182009_cropped,img7474.png,1036.109,890.946,0.4129999876022339,1018.708,886.34,1.0,1032.626,915.881,1.0,1007.192,908.753,1.0,962.73,849.2,1.0,938.893,922.504,1.0,918.235,876.14,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7473.png,1011.232,859.746,0.9660000205039978,1018.393,884.172,1.0,1032.339,915.502,1.0,1008.51,908.067,1.0,962.426,848.965,1.0,938.952,922.306,1.0,916.437,877.018,0.9950000047683716
labeled-data,e3v816b-20220309T181508-182009_cropped,img7711.png,1021.958,858.998,1.0,1023.024,895.583,1.0,1036.857,904.106,0.9950000047683716,1007.12,910.159,1.0,960.115,849.785,1.0,934.69,923.881,1.0,916.077,882.054,1.0
labeled-data,e3v816b-20220309T181508-182009_cropped,img7665.png,1036.926,907.39,0.7110000252723694,1026.212,895.373,1.0,1035.18,913.917,0.9919999837875366,1006.817,910.616,1.0,965.257,851.343,1.0,934.414,922.422,1.0,923.586,875.419,1.0
